"fue","MUE"
"fue 1","MUE 21"
"fue 2","MUE 33"
"fue 3","MUE 24"
"fue 6","MUE 27"
"fue 10","MUE 22"
"fue 12","MUE 28"
"fue 16","MUE 13"
"fue 23","MUE 2"
"fue 24","MUE 14"
"fue 26","MUE 7"
"fue 27","MUE 18"
"fue 29","MUE 8"
"fue 31","MUE 23"
"fue 32","MUE 16"
"fue 34","MUE 3"
"fue 38","MUE 29"
"fue 47","MUE 5"
"fue 48","MUE 34"
"fue 50","MUE 35"
"fue 53","MUE 19"
"fue 56","MUE 15"
"fue 58","MUE 32"
"fue 59","MUE 25"
"fue 64","MUE 11"
"fue 66","MUE 9"
"fue 67","MUE 17"
"fue 69","MUE 20"
"fue 70","MUE 12"
"fue 71","MUE 1"
"fue 77","MUE 36"
"fue 79","MUE 30"
"fue 80","MUE 31"
"fue 83","MUE 6"
"fue 86","MUE 10"
"fue 88","MUE 4"
"fue 90","MUE 26"
