"fue","MUE"
"fue 4","MUE 34"
"fue 5","MUE 19"
"fue 7","MUE 25"
"fue 9","MUE 23"
"fue 11","MUE 2"
"fue 12","MUE 10"
"fue 14","MUE 30"
"fue 15","MUE 17"
"fue 16","MUE 3"
"fue 18","MUE 18"
"fue 19","MUE 27"
"fue 21","MUE 35"
"fue 24","MUE 20"
"fue 26","MUE 4"
"fue 28","MUE 24"
"fue 29","MUE 11"
"fue 33","MUE 22"
"fue 37","MUE 9"
"fue 38","MUE 8"
"fue 40","MUE 33"
"fue 41","MUE 12"
"fue 43","MUE 14"
"fue 44","MUE 32"
"fue 48","MUE 29"
"fue 51","MUE 36"
"fue 53","MUE 31"
"fue 56","MUE 28"
"fue 57","MUE 6"
"fue 59","MUE 16"
"fue 63","MUE 1"
"fue 64","MUE 7"
"fue 65","MUE 13"
"fue 69","MUE 26"
"fue 71","MUE 21"
"fue 74","MUE 15"
"fue 77","MUE 5"
