"fue","MUE"
"fue 1","MUE 34"
"fue 2","MUE 27"
"fue 3","MUE 16"
"fue 7","MUE 4"
"fue 9","MUE 11"
"fue 13","MUE 3"
"fue 16","MUE 33"
"fue 17","MUE 13"
"fue 18","MUE 2"
"fue 21","MUE 21"
"fue 24","MUE 26"
"fue 25","MUE 8"
"fue 26","MUE 20"
"fue 29","MUE 22"
"fue 30","MUE 6"
"fue 32","MUE 23"
"fue 35","MUE 5"
"fue 36","MUE 28"
"fue 37","MUE 36"
"fue 38","MUE 18"
"fue 42","MUE 32"
"fue 48","MUE 7"
"fue 49","MUE 9"
"fue 51","MUE 14"
"fue 52","MUE 35"
"fue 53","MUE 25"
"fue 56","MUE 10"
"fue 57","MUE 1"
"fue 59","MUE 15"
"fue 61","MUE 31"
"fue 64","MUE 30"
"fue 65","MUE 17"
"fue 68","MUE 24"
"fue 69","MUE 12"
"fue 75","MUE 19"
"fue 84","MUE 29"
