"fue","MUE"
"fue 1","MUE 13"
"fue 2","MUE 4"
"fue 3","MUE 6"
"fue 5","MUE 24"
"fue 10","MUE 26"
"fue 12","MUE 17"
"fue 13","MUE 23"
"fue 16","MUE 10"
"fue 17","MUE 18"
"fue 18","MUE 14"
"fue 20","MUE 25"
"fue 21","MUE 1"
"fue 23","MUE 21"
"fue 26","MUE 30"
"fue 28","MUE 22"
"fue 29","MUE 36"
"fue 33","MUE 2"
"fue 34","MUE 31"
"fue 35","MUE 3"
"fue 36","MUE 8"
"fue 37","MUE 33"
"fue 38","MUE 12"
"fue 41","MUE 27"
"fue 42","MUE 7"
"fue 45","MUE 34"
"fue 46","MUE 28"
"fue 47","MUE 19"
"fue 48","MUE 5"
"fue 50","MUE 32"
"fue 53","MUE 35"
"fue 54","MUE 15"
"fue 55","MUE 29"
"fue 56","MUE 20"
"fue 57","MUE 16"
"fue 59","MUE 11"
"fue 60","MUE 9"
