"fue","MUE"
"fue 1","MUE 36"
"fue 4","MUE 22"
"fue 7","MUE 29"
"fue 9","MUE 35"
"fue 11","MUE 25"
"fue 13","MUE 28"
"fue 15","MUE 19"
"fue 16","MUE 18"
"fue 18","MUE 30"
"fue 20","MUE 31"
"fue 24","MUE 23"
"fue 28","MUE 3"
"fue 30","MUE 13"
"fue 35","MUE 9"
"fue 36","MUE 5"
"fue 39","MUE 21"
"fue 42","MUE 17"
"fue 44","MUE 14"
"fue 45","MUE 4"
"fue 49","MUE 12"
"fue 50","MUE 1"
"fue 52","MUE 15"
"fue 57","MUE 26"
"fue 58","MUE 8"
"fue 60","MUE 24"
"fue 62","MUE 33"
"fue 65","MUE 32"
"fue 66","MUE 16"
"fue 69","MUE 11"
"fue 72","MUE 6"
"fue 73","MUE 10"
"fue 75","MUE 20"
"fue 76","MUE 34"
"fue 79","MUE 27"
"fue 80","MUE 2"
"fue 83","MUE 7"
