"fue","MUE"
"fue 1","MUE 8"
"fue 4","MUE 15"
"fue 5","MUE 24"
"fue 6","MUE 6"
"fue 7","MUE 28"
"fue 8","MUE 18"
"fue 10","MUE 16"
"fue 12","MUE 2"
"fue 13","MUE 12"
"fue 17","MUE 10"
"fue 21","MUE 25"
"fue 23","MUE 21"
"fue 24","MUE 4"
"fue 25","MUE 26"
"fue 26","MUE 11"
"fue 30","MUE 22"
"fue 34","MUE 1"
"fue 37","MUE 23"
"fue 38","MUE 27"
"fue 41","MUE 19"
"fue 42","MUE 14"
"fue 43","MUE 33"
"fue 45","MUE 30"
"fue 46","MUE 34"
"fue 48","MUE 7"
"fue 51","MUE 17"
"fue 52","MUE 3"
"fue 54","MUE 31"
"fue 56","MUE 36"
"fue 57","MUE 20"
"fue 61","MUE 9"
"fue 63","MUE 32"
"fue 66","MUE 13"
"fue 67","MUE 5"
"fue 68","MUE 35"
"fue 70","MUE 29"
