"fue","MUE"
"fue 3","MUE 20"
"fue 5","MUE 18"
"fue 6","MUE 7"
"fue 8","MUE 35"
"fue 9","MUE 23"
"fue 12","MUE 17"
"fue 14","MUE 24"
"fue 15","MUE 4"
"fue 16","MUE 25"
"fue 18","MUE 22"
"fue 20","MUE 12"
"fue 22","MUE 27"
"fue 23","MUE 2"
"fue 24","MUE 32"
"fue 25","MUE 26"
"fue 26","MUE 6"
"fue 28","MUE 9"
"fue 31","MUE 3"
"fue 32","MUE 21"
"fue 36","MUE 1"
"fue 38","MUE 36"
"fue 39","MUE 11"
"fue 40","MUE 31"
"fue 42","MUE 19"
"fue 43","MUE 16"
"fue 46","MUE 34"
"fue 48","MUE 5"
"fue 49","MUE 30"
"fue 51","MUE 33"
"fue 53","MUE 29"
"fue 54","MUE 28"
"fue 55","MUE 14"
"fue 56","MUE 8"
"fue 57","MUE 13"
"fue 59","MUE 10"
"fue 60","MUE 15"
