"fue","MUE"
"fue 1","MUE 7"
"fue 3","MUE 18"
"fue 5","MUE 35"
"fue 6","MUE 1"
"fue 7","MUE 31"
"fue 8","MUE 30"
"fue 9","MUE 14"
"fue 10","MUE 36"
"fue 11","MUE 11"
"fue 12","MUE 17"
"fue 13","MUE 12"
"fue 14","MUE 23"
"fue 15","MUE 29"
"fue 16","MUE 8"
"fue 17","MUE 9"
"fue 18","MUE 34"
"fue 21","MUE 33"
"fue 22","MUE 24"
"fue 26","MUE 16"
"fue 27","MUE 20"
"fue 31","MUE 21"
"fue 33","MUE 27"
"fue 34","MUE 22"
"fue 37","MUE 5"
"fue 39","MUE 28"
"fue 41","MUE 15"
"fue 45","MUE 13"
"fue 46","MUE 3"
"fue 47","MUE 4"
"fue 48","MUE 25"
"fue 49","MUE 2"
"fue 50","MUE 32"
"fue 51","MUE 26"
"fue 52","MUE 10"
"fue 53","MUE 19"
"fue 54","MUE 6"
