"fue","MUE"
"fue 2","MUE 35"
"fue 3","MUE 36"
"fue 5","MUE 34"
"fue 10","MUE 31"
"fue 11","MUE 30"
"fue 13","MUE 8"
"fue 15","MUE 17"
"fue 16","MUE 13"
"fue 19","MUE 26"
"fue 22","MUE 10"
"fue 23","MUE 12"
"fue 26","MUE 33"
"fue 28","MUE 21"
"fue 29","MUE 7"
"fue 31","MUE 14"
"fue 34","MUE 15"
"fue 35","MUE 1"
"fue 36","MUE 18"
"fue 37","MUE 11"
"fue 38","MUE 24"
"fue 41","MUE 28"
"fue 42","MUE 5"
"fue 43","MUE 20"
"fue 49","MUE 25"
"fue 50","MUE 32"
"fue 51","MUE 16"
"fue 54","MUE 22"
"fue 60","MUE 3"
"fue 61","MUE 2"
"fue 62","MUE 4"
"fue 63","MUE 9"
"fue 64","MUE 19"
"fue 66","MUE 29"
"fue 67","MUE 23"
"fue 70","MUE 6"
"fue 71","MUE 27"
