"fue","MUE"
"fue 5","MUE 15"
"fue 6","MUE 12"
"fue 8","MUE 26"
"fue 9","MUE 35"
"fue 13","MUE 17"
"fue 14","MUE 25"
"fue 15","MUE 31"
"fue 16","MUE 36"
"fue 21","MUE 32"
"fue 27","MUE 21"
"fue 32","MUE 24"
"fue 34","MUE 34"
"fue 35","MUE 13"
"fue 36","MUE 19"
"fue 37","MUE 27"
"fue 38","MUE 33"
"fue 42","MUE 7"
"fue 43","MUE 18"
"fue 47","MUE 6"
"fue 49","MUE 4"
"fue 50","MUE 23"
"fue 53","MUE 29"
"fue 60","MUE 16"
"fue 61","MUE 10"
"fue 63","MUE 20"
"fue 65","MUE 11"
"fue 67","MUE 14"
"fue 68","MUE 2"
"fue 72","MUE 8"
"fue 74","MUE 5"
"fue 75","MUE 22"
"fue 77","MUE 9"
"fue 78","MUE 3"
"fue 79","MUE 30"
"fue 80","MUE 1"
"fue 81","MUE 28"
