"fue","MUE"
"fue 2","MUE 25"
"fue 4","MUE 11"
"fue 5","MUE 17"
"fue 6","MUE 22"
"fue 8","MUE 7"
"fue 10","MUE 35"
"fue 11","MUE 26"
"fue 13","MUE 32"
"fue 15","MUE 9"
"fue 17","MUE 5"
"fue 18","MUE 14"
"fue 19","MUE 10"
"fue 20","MUE 28"
"fue 22","MUE 15"
"fue 23","MUE 16"
"fue 24","MUE 8"
"fue 27","MUE 13"
"fue 29","MUE 3"
"fue 30","MUE 20"
"fue 31","MUE 23"
"fue 34","MUE 12"
"fue 35","MUE 21"
"fue 36","MUE 31"
"fue 37","MUE 27"
"fue 38","MUE 36"
"fue 39","MUE 2"
"fue 41","MUE 34"
"fue 43","MUE 6"
"fue 45","MUE 29"
"fue 48","MUE 30"
"fue 51","MUE 19"
"fue 54","MUE 18"
"fue 55","MUE 33"
"fue 58","MUE 1"
"fue 59","MUE 4"
"fue 60","MUE 24"
