"fue","MUE"
"fue 2","MUE 33"
"fue 5","MUE 13"
"fue 9","MUE 19"
"fue 15","MUE 11"
"fue 19","MUE 28"
"fue 20","MUE 17"
"fue 22","MUE 18"
"fue 24","MUE 9"
"fue 25","MUE 1"
"fue 27","MUE 31"
"fue 28","MUE 35"
"fue 29","MUE 20"
"fue 31","MUE 29"
"fue 32","MUE 32"
"fue 33","MUE 12"
"fue 35","MUE 34"
"fue 36","MUE 6"
"fue 43","MUE 8"
"fue 46","MUE 21"
"fue 52","MUE 15"
"fue 53","MUE 26"
"fue 54","MUE 30"
"fue 55","MUE 23"
"fue 60","MUE 10"
"fue 65","MUE 14"
"fue 69","MUE 4"
"fue 72","MUE 5"
"fue 73","MUE 24"
"fue 74","MUE 16"
"fue 76","MUE 25"
"fue 77","MUE 22"
"fue 83","MUE 27"
"fue 84","MUE 3"
"fue 86","MUE 2"
"fue 87","MUE 36"
"fue 88","MUE 7"
