"fue","MUE"
"fue 2","MUE 20"
"fue 6","MUE 25"
"fue 9","MUE 23"
"fue 16","MUE 1"
"fue 17","MUE 12"
"fue 19","MUE 29"
"fue 20","MUE 8"
"fue 21","MUE 4"
"fue 22","MUE 5"
"fue 26","MUE 19"
"fue 31","MUE 35"
"fue 32","MUE 14"
"fue 33","MUE 11"
"fue 34","MUE 33"
"fue 35","MUE 34"
"fue 36","MUE 13"
"fue 40","MUE 24"
"fue 48","MUE 6"
"fue 53","MUE 10"
"fue 54","MUE 7"
"fue 55","MUE 28"
"fue 56","MUE 2"
"fue 58","MUE 16"
"fue 60","MUE 21"
"fue 63","MUE 17"
"fue 65","MUE 27"
"fue 66","MUE 26"
"fue 68","MUE 31"
"fue 69","MUE 18"
"fue 72","MUE 15"
"fue 74","MUE 22"
"fue 75","MUE 32"
"fue 76","MUE 3"
"fue 78","MUE 30"
"fue 80","MUE 9"
"fue 83","MUE 36"
