"fue","MUE"
"fue 2","MUE 16"
"fue 5","MUE 13"
"fue 6","MUE 25"
"fue 8","MUE 33"
"fue 12","MUE 12"
"fue 13","MUE 31"
"fue 14","MUE 19"
"fue 15","MUE 4"
"fue 16","MUE 27"
"fue 17","MUE 8"
"fue 18","MUE 5"
"fue 20","MUE 7"
"fue 21","MUE 32"
"fue 23","MUE 29"
"fue 24","MUE 14"
"fue 25","MUE 24"
"fue 31","MUE 35"
"fue 35","MUE 18"
"fue 39","MUE 10"
"fue 42","MUE 11"
"fue 43","MUE 20"
"fue 44","MUE 17"
"fue 45","MUE 36"
"fue 46","MUE 30"
"fue 47","MUE 28"
"fue 49","MUE 9"
"fue 51","MUE 3"
"fue 52","MUE 2"
"fue 59","MUE 23"
"fue 60","MUE 15"
"fue 63","MUE 26"
"fue 64","MUE 22"
"fue 65","MUE 6"
"fue 67","MUE 34"
"fue 68","MUE 1"
"fue 69","MUE 21"
