"fue","MUE"
"fue 1","MUE 31"
"fue 5","MUE 17"
"fue 7","MUE 29"
"fue 8","MUE 12"
"fue 10","MUE 21"
"fue 17","MUE 22"
"fue 18","MUE 33"
"fue 20","MUE 25"
"fue 21","MUE 9"
"fue 23","MUE 5"
"fue 27","MUE 1"
"fue 30","MUE 7"
"fue 34","MUE 35"
"fue 39","MUE 11"
"fue 40","MUE 16"
"fue 41","MUE 30"
"fue 42","MUE 27"
"fue 45","MUE 18"
"fue 48","MUE 23"
"fue 49","MUE 26"
"fue 50","MUE 32"
"fue 55","MUE 14"
"fue 58","MUE 36"
"fue 60","MUE 10"
"fue 62","MUE 3"
"fue 63","MUE 28"
"fue 64","MUE 34"
"fue 66","MUE 24"
"fue 67","MUE 19"
"fue 69","MUE 8"
"fue 71","MUE 4"
"fue 72","MUE 2"
"fue 73","MUE 15"
"fue 76","MUE 20"
"fue 77","MUE 13"
"fue 78","MUE 6"
