"fue","MUE"
"fue 1","MUE 18"
"fue 3","MUE 24"
"fue 7","MUE 14"
"fue 8","MUE 35"
"fue 11","MUE 4"
"fue 15","MUE 7"
"fue 16","MUE 25"
"fue 17","MUE 23"
"fue 19","MUE 10"
"fue 21","MUE 3"
"fue 30","MUE 17"
"fue 31","MUE 31"
"fue 33","MUE 12"
"fue 34","MUE 8"
"fue 35","MUE 15"
"fue 36","MUE 21"
"fue 40","MUE 1"
"fue 43","MUE 30"
"fue 44","MUE 32"
"fue 47","MUE 20"
"fue 48","MUE 9"
"fue 51","MUE 16"
"fue 54","MUE 22"
"fue 55","MUE 36"
"fue 56","MUE 2"
"fue 58","MUE 29"
"fue 59","MUE 19"
"fue 60","MUE 5"
"fue 63","MUE 33"
"fue 66","MUE 27"
"fue 74","MUE 26"
"fue 76","MUE 13"
"fue 77","MUE 11"
"fue 83","MUE 34"
"fue 84","MUE 6"
"fue 89","MUE 28"
