"fue","MUE"
"fue 9","MUE 13"
"fue 12","MUE 7"
"fue 13","MUE 21"
"fue 15","MUE 20"
"fue 16","MUE 4"
"fue 17","MUE 10"
"fue 18","MUE 16"
"fue 19","MUE 27"
"fue 20","MUE 8"
"fue 22","MUE 15"
"fue 23","MUE 3"
"fue 26","MUE 36"
"fue 29","MUE 2"
"fue 30","MUE 11"
"fue 32","MUE 34"
"fue 33","MUE 18"
"fue 38","MUE 6"
"fue 40","MUE 14"
"fue 42","MUE 22"
"fue 44","MUE 31"
"fue 45","MUE 24"
"fue 47","MUE 26"
"fue 48","MUE 12"
"fue 49","MUE 5"
"fue 50","MUE 35"
"fue 54","MUE 9"
"fue 55","MUE 1"
"fue 56","MUE 25"
"fue 59","MUE 32"
"fue 60","MUE 28"
"fue 61","MUE 33"
"fue 63","MUE 19"
"fue 67","MUE 23"
"fue 68","MUE 17"
"fue 73","MUE 30"
"fue 74","MUE 29"
