"fue","MUE"
"fue 2","MUE 7"
"fue 9","MUE 2"
"fue 10","MUE 18"
"fue 11","MUE 26"
"fue 15","MUE 25"
"fue 16","MUE 10"
"fue 18","MUE 28"
"fue 21","MUE 31"
"fue 22","MUE 32"
"fue 24","MUE 35"
"fue 25","MUE 8"
"fue 26","MUE 5"
"fue 27","MUE 27"
"fue 29","MUE 33"
"fue 30","MUE 29"
"fue 31","MUE 14"
"fue 33","MUE 22"
"fue 36","MUE 16"
"fue 41","MUE 4"
"fue 47","MUE 17"
"fue 48","MUE 36"
"fue 50","MUE 19"
"fue 51","MUE 11"
"fue 57","MUE 24"
"fue 62","MUE 15"
"fue 63","MUE 23"
"fue 64","MUE 3"
"fue 68","MUE 6"
"fue 70","MUE 9"
"fue 72","MUE 34"
"fue 78","MUE 13"
"fue 83","MUE 12"
"fue 84","MUE 20"
"fue 85","MUE 21"
"fue 86","MUE 1"
"fue 89","MUE 30"
