"fue","MUE"
"fue 2","MUE 8"
"fue 3","MUE 3"
"fue 4","MUE 34"
"fue 8","MUE 26"
"fue 9","MUE 20"
"fue 16","MUE 11"
"fue 17","MUE 33"
"fue 18","MUE 4"
"fue 19","MUE 9"
"fue 21","MUE 17"
"fue 22","MUE 23"
"fue 23","MUE 35"
"fue 25","MUE 24"
"fue 28","MUE 22"
"fue 29","MUE 6"
"fue 34","MUE 25"
"fue 39","MUE 21"
"fue 40","MUE 30"
"fue 43","MUE 32"
"fue 48","MUE 2"
"fue 50","MUE 19"
"fue 57","MUE 10"
"fue 58","MUE 36"
"fue 61","MUE 7"
"fue 64","MUE 31"
"fue 66","MUE 5"
"fue 69","MUE 27"
"fue 71","MUE 14"
"fue 73","MUE 16"
"fue 75","MUE 1"
"fue 76","MUE 29"
"fue 77","MUE 15"
"fue 78","MUE 18"
"fue 81","MUE 13"
"fue 82","MUE 28"
"fue 83","MUE 12"
