"fue","MUE"
"fue 6","MUE 4"
"fue 8","MUE 22"
"fue 9","MUE 2"
"fue 11","MUE 33"
"fue 12","MUE 11"
"fue 13","MUE 18"
"fue 15","MUE 25"
"fue 16","MUE 3"
"fue 17","MUE 36"
"fue 20","MUE 34"
"fue 26","MUE 12"
"fue 28","MUE 10"
"fue 29","MUE 14"
"fue 30","MUE 17"
"fue 31","MUE 19"
"fue 32","MUE 26"
"fue 33","MUE 31"
"fue 35","MUE 21"
"fue 37","MUE 6"
"fue 38","MUE 29"
"fue 44","MUE 20"
"fue 45","MUE 28"
"fue 46","MUE 16"
"fue 48","MUE 8"
"fue 52","MUE 5"
"fue 53","MUE 7"
"fue 54","MUE 13"
"fue 55","MUE 27"
"fue 57","MUE 30"
"fue 58","MUE 23"
"fue 59","MUE 9"
"fue 63","MUE 24"
"fue 64","MUE 15"
"fue 65","MUE 32"
"fue 66","MUE 1"
"fue 68","MUE 35"
