"fue","MUE"
"fue 4","MUE 15"
"fue 6","MUE 1"
"fue 7","MUE 23"
"fue 8","MUE 18"
"fue 11","MUE 4"
"fue 13","MUE 24"
"fue 14","MUE 3"
"fue 15","MUE 11"
"fue 17","MUE 21"
"fue 18","MUE 5"
"fue 19","MUE 9"
"fue 22","MUE 27"
"fue 25","MUE 13"
"fue 27","MUE 7"
"fue 30","MUE 19"
"fue 31","MUE 25"
"fue 32","MUE 20"
"fue 34","MUE 12"
"fue 35","MUE 17"
"fue 36","MUE 10"
"fue 37","MUE 35"
"fue 40","MUE 32"
"fue 41","MUE 31"
"fue 42","MUE 6"
"fue 43","MUE 14"
"fue 45","MUE 16"
"fue 47","MUE 22"
"fue 49","MUE 34"
"fue 51","MUE 29"
"fue 52","MUE 36"
"fue 53","MUE 28"
"fue 59","MUE 8"
"fue 60","MUE 33"
"fue 61","MUE 26"
"fue 63","MUE 2"
"fue 64","MUE 30"
