"fue","MUE"
"fue 1","MUE 3"
"fue 4","MUE 10"
"fue 5","MUE 17"
"fue 6","MUE 23"
"fue 7","MUE 26"
"fue 9","MUE 32"
"fue 12","MUE 34"
"fue 17","MUE 31"
"fue 19","MUE 27"
"fue 20","MUE 8"
"fue 25","MUE 18"
"fue 26","MUE 36"
"fue 27","MUE 35"
"fue 29","MUE 13"
"fue 30","MUE 30"
"fue 32","MUE 2"
"fue 34","MUE 4"
"fue 36","MUE 11"
"fue 39","MUE 1"
"fue 40","MUE 14"
"fue 42","MUE 16"
"fue 43","MUE 28"
"fue 44","MUE 29"
"fue 47","MUE 20"
"fue 49","MUE 22"
"fue 63","MUE 33"
"fue 64","MUE 21"
"fue 66","MUE 24"
"fue 67","MUE 7"
"fue 68","MUE 19"
"fue 69","MUE 25"
"fue 70","MUE 12"
"fue 73","MUE 6"
"fue 74","MUE 5"
"fue 76","MUE 9"
"fue 78","MUE 15"
