"fue","MUE"
"fue 1","MUE 21"
"fue 2","MUE 30"
"fue 3","MUE 36"
"fue 5","MUE 4"
"fue 7","MUE 28"
"fue 9","MUE 23"
"fue 10","MUE 22"
"fue 12","MUE 11"
"fue 13","MUE 34"
"fue 14","MUE 33"
"fue 16","MUE 20"
"fue 19","MUE 1"
"fue 20","MUE 31"
"fue 21","MUE 35"
"fue 22","MUE 26"
"fue 23","MUE 9"
"fue 24","MUE 12"
"fue 31","MUE 25"
"fue 32","MUE 10"
"fue 34","MUE 29"
"fue 37","MUE 16"
"fue 38","MUE 19"
"fue 39","MUE 18"
"fue 41","MUE 2"
"fue 43","MUE 7"
"fue 44","MUE 13"
"fue 46","MUE 27"
"fue 49","MUE 32"
"fue 54","MUE 3"
"fue 55","MUE 14"
"fue 56","MUE 17"
"fue 57","MUE 24"
"fue 58","MUE 5"
"fue 60","MUE 15"
"fue 64","MUE 6"
"fue 66","MUE 8"
