"fue","MUE"
"fue 1","MUE 9"
"fue 2","MUE 8"
"fue 5","MUE 34"
"fue 7","MUE 33"
"fue 8","MUE 24"
"fue 11","MUE 15"
"fue 12","MUE 19"
"fue 13","MUE 32"
"fue 14","MUE 6"
"fue 17","MUE 16"
"fue 21","MUE 35"
"fue 23","MUE 26"
"fue 25","MUE 14"
"fue 29","MUE 22"
"fue 31","MUE 10"
"fue 33","MUE 3"
"fue 34","MUE 12"
"fue 38","MUE 18"
"fue 41","MUE 27"
"fue 42","MUE 21"
"fue 45","MUE 1"
"fue 46","MUE 28"
"fue 49","MUE 17"
"fue 53","MUE 7"
"fue 56","MUE 4"
"fue 59","MUE 31"
"fue 61","MUE 2"
"fue 64","MUE 13"
"fue 66","MUE 20"
"fue 72","MUE 29"
"fue 73","MUE 23"
"fue 75","MUE 36"
"fue 76","MUE 30"
"fue 79","MUE 11"
"fue 83","MUE 25"
"fue 84","MUE 5"
