"fue","MUE"
"fue 3","MUE 31"
"fue 7","MUE 17"
"fue 10","MUE 10"
"fue 17","MUE 27"
"fue 18","MUE 23"
"fue 20","MUE 15"
"fue 21","MUE 6"
"fue 24","MUE 20"
"fue 25","MUE 26"
"fue 26","MUE 14"
"fue 27","MUE 2"
"fue 28","MUE 25"
"fue 29","MUE 33"
"fue 30","MUE 9"
"fue 32","MUE 32"
"fue 33","MUE 5"
"fue 34","MUE 1"
"fue 36","MUE 29"
"fue 41","MUE 36"
"fue 43","MUE 34"
"fue 44","MUE 35"
"fue 46","MUE 8"
"fue 48","MUE 22"
"fue 50","MUE 30"
"fue 52","MUE 24"
"fue 54","MUE 19"
"fue 55","MUE 16"
"fue 56","MUE 21"
"fue 57","MUE 13"
"fue 63","MUE 4"
"fue 65","MUE 18"
"fue 66","MUE 7"
"fue 67","MUE 28"
"fue 68","MUE 12"
"fue 69","MUE 3"
"fue 70","MUE 11"
