"fue","MUE"
"fue 2","MUE 7"
"fue 3","MUE 14"
"fue 5","MUE 13"
"fue 6","MUE 30"
"fue 9","MUE 21"
"fue 10","MUE 32"
"fue 15","MUE 1"
"fue 17","MUE 31"
"fue 18","MUE 11"
"fue 22","MUE 19"
"fue 23","MUE 4"
"fue 26","MUE 15"
"fue 30","MUE 2"
"fue 32","MUE 29"
"fue 35","MUE 23"
"fue 37","MUE 9"
"fue 38","MUE 6"
"fue 40","MUE 27"
"fue 44","MUE 8"
"fue 45","MUE 36"
"fue 46","MUE 5"
"fue 49","MUE 3"
"fue 50","MUE 22"
"fue 53","MUE 17"
"fue 54","MUE 10"
"fue 55","MUE 16"
"fue 57","MUE 25"
"fue 61","MUE 18"
"fue 62","MUE 12"
"fue 63","MUE 34"
"fue 65","MUE 33"
"fue 67","MUE 26"
"fue 70","MUE 24"
"fue 71","MUE 28"
"fue 73","MUE 20"
"fue 75","MUE 35"
