"fue","MUE"
"fue 2","MUE 19"
"fue 4","MUE 24"
"fue 8","MUE 16"
"fue 11","MUE 36"
"fue 12","MUE 31"
"fue 13","MUE 15"
"fue 14","MUE 6"
"fue 16","MUE 21"
"fue 19","MUE 10"
"fue 20","MUE 34"
"fue 26","MUE 11"
"fue 29","MUE 8"
"fue 30","MUE 28"
"fue 31","MUE 17"
"fue 32","MUE 23"
"fue 34","MUE 25"
"fue 42","MUE 5"
"fue 45","MUE 20"
"fue 48","MUE 9"
"fue 49","MUE 33"
"fue 50","MUE 1"
"fue 51","MUE 35"
"fue 53","MUE 22"
"fue 54","MUE 13"
"fue 56","MUE 14"
"fue 59","MUE 29"
"fue 63","MUE 3"
"fue 64","MUE 12"
"fue 65","MUE 27"
"fue 69","MUE 18"
"fue 72","MUE 7"
"fue 73","MUE 32"
"fue 75","MUE 30"
"fue 76","MUE 2"
"fue 77","MUE 26"
"fue 78","MUE 4"
