"fue","MUE"
"fue 2","MUE 13"
"fue 3","MUE 29"
"fue 11","MUE 23"
"fue 12","MUE 32"
"fue 14","MUE 6"
"fue 19","MUE 9"
"fue 23","MUE 34"
"fue 24","MUE 27"
"fue 25","MUE 35"
"fue 27","MUE 18"
"fue 31","MUE 20"
"fue 32","MUE 25"
"fue 33","MUE 15"
"fue 34","MUE 17"
"fue 35","MUE 33"
"fue 38","MUE 24"
"fue 40","MUE 26"
"fue 43","MUE 31"
"fue 45","MUE 28"
"fue 46","MUE 10"
"fue 48","MUE 2"
"fue 51","MUE 14"
"fue 53","MUE 1"
"fue 56","MUE 8"
"fue 58","MUE 22"
"fue 59","MUE 3"
"fue 61","MUE 36"
"fue 62","MUE 5"
"fue 63","MUE 16"
"fue 64","MUE 21"
"fue 66","MUE 11"
"fue 71","MUE 30"
"fue 74","MUE 4"
"fue 78","MUE 12"
"fue 79","MUE 7"
"fue 81","MUE 19"
