"fue","MUE"
"fue 2","MUE 25"
"fue 3","MUE 4"
"fue 6","MUE 36"
"fue 7","MUE 30"
"fue 8","MUE 21"
"fue 11","MUE 12"
"fue 14","MUE 5"
"fue 15","MUE 14"
"fue 16","MUE 35"
"fue 19","MUE 20"
"fue 23","MUE 29"
"fue 26","MUE 1"
"fue 27","MUE 2"
"fue 28","MUE 11"
"fue 29","MUE 22"
"fue 30","MUE 6"
"fue 31","MUE 28"
"fue 32","MUE 7"
"fue 33","MUE 9"
"fue 36","MUE 24"
"fue 42","MUE 16"
"fue 43","MUE 34"
"fue 45","MUE 33"
"fue 49","MUE 23"
"fue 50","MUE 32"
"fue 53","MUE 18"
"fue 54","MUE 15"
"fue 56","MUE 13"
"fue 60","MUE 19"
"fue 63","MUE 31"
"fue 69","MUE 26"
"fue 73","MUE 27"
"fue 75","MUE 17"
"fue 76","MUE 8"
"fue 77","MUE 3"
"fue 80","MUE 10"
