"fue","MUE"
"fue 1","MUE 19"
"fue 2","MUE 21"
"fue 5","MUE 3"
"fue 13","MUE 7"
"fue 15","MUE 34"
"fue 16","MUE 23"
"fue 18","MUE 35"
"fue 20","MUE 30"
"fue 22","MUE 32"
"fue 23","MUE 25"
"fue 24","MUE 26"
"fue 26","MUE 31"
"fue 28","MUE 33"
"fue 29","MUE 29"
"fue 30","MUE 8"
"fue 34","MUE 10"
"fue 35","MUE 24"
"fue 38","MUE 5"
"fue 39","MUE 1"
"fue 40","MUE 27"
"fue 48","MUE 16"
"fue 50","MUE 9"
"fue 55","MUE 6"
"fue 57","MUE 17"
"fue 60","MUE 4"
"fue 62","MUE 22"
"fue 63","MUE 2"
"fue 64","MUE 15"
"fue 65","MUE 14"
"fue 66","MUE 18"
"fue 68","MUE 36"
"fue 69","MUE 28"
"fue 71","MUE 13"
"fue 73","MUE 20"
"fue 75","MUE 11"
"fue 77","MUE 12"
