"fue","MUE"
"fue 6","MUE 4"
"fue 7","MUE 12"
"fue 9","MUE 13"
"fue 11","MUE 31"
"fue 12","MUE 32"
"fue 16","MUE 24"
"fue 17","MUE 21"
"fue 18","MUE 22"
"fue 23","MUE 5"
"fue 25","MUE 6"
"fue 26","MUE 9"
"fue 32","MUE 19"
"fue 35","MUE 15"
"fue 36","MUE 10"
"fue 43","MUE 8"
"fue 45","MUE 7"
"fue 47","MUE 3"
"fue 49","MUE 11"
"fue 50","MUE 28"
"fue 52","MUE 35"
"fue 53","MUE 36"
"fue 55","MUE 26"
"fue 57","MUE 2"
"fue 59","MUE 20"
"fue 61","MUE 1"
"fue 62","MUE 29"
"fue 63","MUE 30"
"fue 64","MUE 27"
"fue 66","MUE 18"
"fue 67","MUE 23"
"fue 68","MUE 14"
"fue 70","MUE 34"
"fue 73","MUE 17"
"fue 79","MUE 33"
"fue 81","MUE 25"
"fue 83","MUE 16"
