"fue","MUE"
"fue 3","MUE 23"
"fue 4","MUE 18"
"fue 6","MUE 12"
"fue 7","MUE 17"
"fue 8","MUE 8"
"fue 13","MUE 11"
"fue 16","MUE 7"
"fue 17","MUE 16"
"fue 18","MUE 27"
"fue 20","MUE 2"
"fue 21","MUE 5"
"fue 25","MUE 34"
"fue 27","MUE 35"
"fue 29","MUE 1"
"fue 30","MUE 33"
"fue 32","MUE 29"
"fue 33","MUE 28"
"fue 34","MUE 31"
"fue 36","MUE 36"
"fue 38","MUE 19"
"fue 39","MUE 32"
"fue 40","MUE 6"
"fue 41","MUE 20"
"fue 42","MUE 3"
"fue 43","MUE 13"
"fue 45","MUE 21"
"fue 46","MUE 24"
"fue 48","MUE 30"
"fue 51","MUE 4"
"fue 52","MUE 15"
"fue 54","MUE 22"
"fue 57","MUE 9"
"fue 62","MUE 26"
"fue 64","MUE 10"
"fue 65","MUE 14"
"fue 66","MUE 25"
