"fue","MUE"
"fue 3","MUE 8"
"fue 10","MUE 6"
"fue 11","MUE 11"
"fue 12","MUE 17"
"fue 15","MUE 26"
"fue 16","MUE 30"
"fue 19","MUE 25"
"fue 20","MUE 34"
"fue 22","MUE 20"
"fue 23","MUE 29"
"fue 25","MUE 35"
"fue 26","MUE 28"
"fue 27","MUE 18"
"fue 28","MUE 33"
"fue 29","MUE 4"
"fue 31","MUE 2"
"fue 32","MUE 36"
"fue 34","MUE 7"
"fue 35","MUE 32"
"fue 36","MUE 19"
"fue 39","MUE 22"
"fue 45","MUE 27"
"fue 48","MUE 9"
"fue 49","MUE 12"
"fue 50","MUE 1"
"fue 51","MUE 16"
"fue 61","MUE 10"
"fue 63","MUE 14"
"fue 64","MUE 13"
"fue 66","MUE 3"
"fue 68","MUE 24"
"fue 73","MUE 15"
"fue 75","MUE 31"
"fue 78","MUE 5"
"fue 82","MUE 23"
"fue 84","MUE 21"
