"fue","MUE"
"fue 3","MUE 23"
"fue 6","MUE 16"
"fue 7","MUE 13"
"fue 8","MUE 32"
"fue 9","MUE 22"
"fue 11","MUE 18"
"fue 13","MUE 28"
"fue 14","MUE 31"
"fue 15","MUE 2"
"fue 16","MUE 29"
"fue 17","MUE 19"
"fue 18","MUE 33"
"fue 19","MUE 9"
"fue 20","MUE 25"
"fue 22","MUE 7"
"fue 25","MUE 14"
"fue 29","MUE 21"
"fue 30","MUE 24"
"fue 33","MUE 1"
"fue 34","MUE 6"
"fue 36","MUE 15"
"fue 39","MUE 3"
"fue 44","MUE 12"
"fue 45","MUE 8"
"fue 48","MUE 11"
"fue 50","MUE 27"
"fue 51","MUE 20"
"fue 54","MUE 26"
"fue 56","MUE 34"
"fue 57","MUE 36"
"fue 60","MUE 17"
"fue 62","MUE 35"
"fue 63","MUE 5"
"fue 64","MUE 30"
"fue 65","MUE 10"
"fue 66","MUE 4"
