"fue","MUE"
"fue 4","MUE 27"
"fue 5","MUE 10"
"fue 6","MUE 15"
"fue 7","MUE 21"
"fue 8","MUE 19"
"fue 9","MUE 4"
"fue 10","MUE 31"
"fue 11","MUE 14"
"fue 12","MUE 36"
"fue 15","MUE 12"
"fue 18","MUE 26"
"fue 19","MUE 20"
"fue 20","MUE 24"
"fue 23","MUE 8"
"fue 26","MUE 18"
"fue 28","MUE 13"
"fue 29","MUE 23"
"fue 31","MUE 3"
"fue 33","MUE 17"
"fue 34","MUE 28"
"fue 35","MUE 9"
"fue 36","MUE 34"
"fue 38","MUE 11"
"fue 39","MUE 6"
"fue 40","MUE 7"
"fue 43","MUE 33"
"fue 44","MUE 16"
"fue 45","MUE 30"
"fue 46","MUE 1"
"fue 49","MUE 35"
"fue 50","MUE 5"
"fue 53","MUE 32"
"fue 54","MUE 29"
"fue 57","MUE 22"
"fue 59","MUE 25"
"fue 60","MUE 2"
