"fue","MUE"
"fue 1","MUE 5"
"fue 2","MUE 31"
"fue 3","MUE 28"
"fue 5","MUE 3"
"fue 11","MUE 20"
"fue 13","MUE 21"
"fue 14","MUE 11"
"fue 15","MUE 2"
"fue 17","MUE 24"
"fue 18","MUE 10"
"fue 23","MUE 23"
"fue 25","MUE 33"
"fue 27","MUE 1"
"fue 31","MUE 9"
"fue 33","MUE 29"
"fue 38","MUE 19"
"fue 39","MUE 13"
"fue 41","MUE 12"
"fue 46","MUE 17"
"fue 51","MUE 16"
"fue 54","MUE 18"
"fue 55","MUE 14"
"fue 64","MUE 4"
"fue 67","MUE 6"
"fue 71","MUE 34"
"fue 72","MUE 7"
"fue 73","MUE 35"
"fue 74","MUE 30"
"fue 75","MUE 26"
"fue 76","MUE 25"
"fue 77","MUE 36"
"fue 78","MUE 22"
"fue 79","MUE 27"
"fue 82","MUE 8"
"fue 84","MUE 15"
"fue 90","MUE 32"
