"fue","MUE"
"fue 2","MUE 17"
"fue 5","MUE 6"
"fue 6","MUE 20"
"fue 7","MUE 16"
"fue 8","MUE 11"
"fue 10","MUE 14"
"fue 11","MUE 28"
"fue 12","MUE 7"
"fue 13","MUE 12"
"fue 14","MUE 21"
"fue 16","MUE 32"
"fue 18","MUE 31"
"fue 20","MUE 13"
"fue 21","MUE 4"
"fue 22","MUE 26"
"fue 23","MUE 33"
"fue 24","MUE 5"
"fue 26","MUE 30"
"fue 28","MUE 34"
"fue 29","MUE 25"
"fue 30","MUE 35"
"fue 31","MUE 29"
"fue 33","MUE 36"
"fue 35","MUE 9"
"fue 36","MUE 24"
"fue 38","MUE 19"
"fue 39","MUE 23"
"fue 40","MUE 27"
"fue 43","MUE 8"
"fue 44","MUE 3"
"fue 45","MUE 2"
"fue 47","MUE 10"
"fue 48","MUE 22"
"fue 51","MUE 15"
"fue 52","MUE 1"
"fue 53","MUE 18"
