"fue","MUE"
"fue 1","MUE 2"
"fue 4","MUE 24"
"fue 7","MUE 13"
"fue 9","MUE 28"
"fue 10","MUE 21"
"fue 13","MUE 26"
"fue 14","MUE 16"
"fue 15","MUE 17"
"fue 16","MUE 30"
"fue 17","MUE 18"
"fue 18","MUE 9"
"fue 20","MUE 23"
"fue 25","MUE 34"
"fue 26","MUE 7"
"fue 29","MUE 10"
"fue 35","MUE 1"
"fue 37","MUE 32"
"fue 38","MUE 20"
"fue 39","MUE 11"
"fue 46","MUE 35"
"fue 47","MUE 3"
"fue 48","MUE 33"
"fue 49","MUE 22"
"fue 50","MUE 12"
"fue 52","MUE 15"
"fue 53","MUE 4"
"fue 54","MUE 31"
"fue 56","MUE 6"
"fue 57","MUE 29"
"fue 58","MUE 27"
"fue 59","MUE 14"
"fue 60","MUE 36"
"fue 61","MUE 8"
"fue 62","MUE 5"
"fue 65","MUE 25"
"fue 66","MUE 19"
