"fue","MUE"
"fue 1","MUE 6"
"fue 3","MUE 1"
"fue 4","MUE 32"
"fue 6","MUE 4"
"fue 7","MUE 9"
"fue 12","MUE 30"
"fue 16","MUE 21"
"fue 21","MUE 25"
"fue 22","MUE 20"
"fue 23","MUE 18"
"fue 24","MUE 14"
"fue 26","MUE 17"
"fue 33","MUE 26"
"fue 34","MUE 31"
"fue 35","MUE 34"
"fue 37","MUE 33"
"fue 41","MUE 28"
"fue 42","MUE 23"
"fue 44","MUE 36"
"fue 45","MUE 35"
"fue 48","MUE 11"
"fue 50","MUE 24"
"fue 52","MUE 27"
"fue 53","MUE 3"
"fue 55","MUE 15"
"fue 64","MUE 16"
"fue 65","MUE 22"
"fue 66","MUE 8"
"fue 68","MUE 12"
"fue 69","MUE 5"
"fue 71","MUE 7"
"fue 73","MUE 10"
"fue 74","MUE 13"
"fue 76","MUE 19"
"fue 77","MUE 2"
"fue 78","MUE 29"
