"fue","MUE"
"fue 1","MUE 5"
"fue 5","MUE 30"
"fue 6","MUE 33"
"fue 9","MUE 25"
"fue 11","MUE 14"
"fue 12","MUE 6"
"fue 13","MUE 2"
"fue 14","MUE 1"
"fue 15","MUE 36"
"fue 18","MUE 23"
"fue 21","MUE 9"
"fue 22","MUE 34"
"fue 23","MUE 16"
"fue 24","MUE 31"
"fue 25","MUE 35"
"fue 33","MUE 11"
"fue 37","MUE 22"
"fue 38","MUE 32"
"fue 40","MUE 8"
"fue 41","MUE 17"
"fue 42","MUE 29"
"fue 43","MUE 26"
"fue 46","MUE 3"
"fue 48","MUE 24"
"fue 54","MUE 20"
"fue 56","MUE 7"
"fue 57","MUE 28"
"fue 58","MUE 15"
"fue 59","MUE 13"
"fue 60","MUE 27"
"fue 61","MUE 19"
"fue 66","MUE 4"
"fue 68","MUE 21"
"fue 69","MUE 12"
"fue 70","MUE 10"
"fue 72","MUE 18"
