"fue","MUE"
"fue 1","MUE 27"
"fue 2","MUE 22"
"fue 5","MUE 25"
"fue 6","MUE 14"
"fue 7","MUE 16"
"fue 9","MUE 11"
"fue 11","MUE 24"
"fue 12","MUE 1"
"fue 13","MUE 2"
"fue 15","MUE 28"
"fue 19","MUE 3"
"fue 21","MUE 7"
"fue 22","MUE 17"
"fue 24","MUE 10"
"fue 25","MUE 6"
"fue 26","MUE 31"
"fue 29","MUE 5"
"fue 31","MUE 12"
"fue 32","MUE 8"
"fue 34","MUE 26"
"fue 39","MUE 18"
"fue 40","MUE 35"
"fue 42","MUE 4"
"fue 44","MUE 15"
"fue 45","MUE 30"
"fue 47","MUE 29"
"fue 49","MUE 33"
"fue 51","MUE 34"
"fue 52","MUE 9"
"fue 53","MUE 32"
"fue 54","MUE 19"
"fue 55","MUE 36"
"fue 56","MUE 23"
"fue 58","MUE 21"
"fue 59","MUE 13"
"fue 60","MUE 20"
