"fue","MUE"
"fue 5","MUE 34"
"fue 8","MUE 24"
"fue 9","MUE 33"
"fue 12","MUE 1"
"fue 13","MUE 10"
"fue 14","MUE 22"
"fue 16","MUE 35"
"fue 18","MUE 32"
"fue 19","MUE 8"
"fue 20","MUE 3"
"fue 23","MUE 9"
"fue 24","MUE 17"
"fue 28","MUE 16"
"fue 29","MUE 19"
"fue 36","MUE 12"
"fue 38","MUE 5"
"fue 39","MUE 18"
"fue 40","MUE 4"
"fue 46","MUE 30"
"fue 50","MUE 21"
"fue 53","MUE 23"
"fue 56","MUE 6"
"fue 57","MUE 15"
"fue 59","MUE 36"
"fue 60","MUE 25"
"fue 61","MUE 2"
"fue 63","MUE 28"
"fue 65","MUE 31"
"fue 68","MUE 27"
"fue 72","MUE 7"
"fue 75","MUE 11"
"fue 76","MUE 14"
"fue 80","MUE 13"
"fue 85","MUE 29"
"fue 87","MUE 20"
"fue 90","MUE 26"
