"fue","MUE"
"fue 3","MUE 18"
"fue 4","MUE 31"
"fue 5","MUE 30"
"fue 6","MUE 5"
"fue 8","MUE 36"
"fue 9","MUE 33"
"fue 11","MUE 11"
"fue 14","MUE 26"
"fue 16","MUE 3"
"fue 23","MUE 23"
"fue 24","MUE 34"
"fue 26","MUE 35"
"fue 30","MUE 15"
"fue 31","MUE 27"
"fue 32","MUE 17"
"fue 33","MUE 10"
"fue 35","MUE 16"
"fue 36","MUE 6"
"fue 42","MUE 4"
"fue 48","MUE 1"
"fue 49","MUE 32"
"fue 52","MUE 19"
"fue 56","MUE 2"
"fue 63","MUE 22"
"fue 65","MUE 21"
"fue 68","MUE 14"
"fue 69","MUE 20"
"fue 70","MUE 25"
"fue 71","MUE 9"
"fue 72","MUE 24"
"fue 75","MUE 12"
"fue 76","MUE 28"
"fue 78","MUE 7"
"fue 79","MUE 13"
"fue 83","MUE 8"
"fue 84","MUE 29"
