"fue","MUE"
"fue 2","MUE 1"
"fue 4","MUE 12"
"fue 5","MUE 30"
"fue 6","MUE 34"
"fue 8","MUE 15"
"fue 9","MUE 21"
"fue 10","MUE 7"
"fue 13","MUE 14"
"fue 15","MUE 20"
"fue 18","MUE 22"
"fue 20","MUE 35"
"fue 24","MUE 2"
"fue 25","MUE 4"
"fue 28","MUE 33"
"fue 29","MUE 32"
"fue 31","MUE 18"
"fue 33","MUE 17"
"fue 36","MUE 29"
"fue 37","MUE 19"
"fue 38","MUE 24"
"fue 39","MUE 31"
"fue 40","MUE 3"
"fue 43","MUE 8"
"fue 47","MUE 16"
"fue 52","MUE 26"
"fue 53","MUE 10"
"fue 56","MUE 9"
"fue 58","MUE 6"
"fue 61","MUE 5"
"fue 63","MUE 23"
"fue 65","MUE 13"
"fue 66","MUE 11"
"fue 67","MUE 28"
"fue 69","MUE 27"
"fue 71","MUE 36"
"fue 72","MUE 25"
