"fue","MUE"
"fue 1","MUE 20"
"fue 4","MUE 4"
"fue 5","MUE 12"
"fue 10","MUE 6"
"fue 11","MUE 14"
"fue 16","MUE 5"
"fue 17","MUE 23"
"fue 19","MUE 29"
"fue 20","MUE 8"
"fue 22","MUE 17"
"fue 23","MUE 1"
"fue 24","MUE 10"
"fue 25","MUE 9"
"fue 29","MUE 16"
"fue 30","MUE 22"
"fue 32","MUE 2"
"fue 33","MUE 24"
"fue 35","MUE 13"
"fue 36","MUE 15"
"fue 38","MUE 3"
"fue 40","MUE 25"
"fue 44","MUE 11"
"fue 47","MUE 34"
"fue 49","MUE 27"
"fue 53","MUE 35"
"fue 54","MUE 30"
"fue 55","MUE 32"
"fue 56","MUE 31"
"fue 57","MUE 19"
"fue 58","MUE 36"
"fue 59","MUE 18"
"fue 60","MUE 26"
"fue 61","MUE 21"
"fue 63","MUE 33"
"fue 64","MUE 7"
"fue 65","MUE 28"
