"fue","MUE"
"fue 1","MUE 15"
"fue 2","MUE 34"
"fue 3","MUE 30"
"fue 5","MUE 8"
"fue 6","MUE 36"
"fue 8","MUE 14"
"fue 10","MUE 16"
"fue 11","MUE 29"
"fue 12","MUE 27"
"fue 13","MUE 22"
"fue 14","MUE 26"
"fue 15","MUE 31"
"fue 16","MUE 28"
"fue 18","MUE 5"
"fue 21","MUE 3"
"fue 22","MUE 10"
"fue 25","MUE 9"
"fue 26","MUE 25"
"fue 28","MUE 7"
"fue 31","MUE 13"
"fue 33","MUE 32"
"fue 34","MUE 18"
"fue 36","MUE 20"
"fue 37","MUE 23"
"fue 39","MUE 6"
"fue 40","MUE 17"
"fue 42","MUE 11"
"fue 44","MUE 21"
"fue 46","MUE 12"
"fue 47","MUE 1"
"fue 48","MUE 33"
"fue 49","MUE 35"
"fue 50","MUE 2"
"fue 51","MUE 19"
"fue 52","MUE 4"
"fue 54","MUE 24"
