"fue","MUE"
"fue 3","MUE 25"
"fue 5","MUE 27"
"fue 11","MUE 6"
"fue 14","MUE 26"
"fue 24","MUE 18"
"fue 26","MUE 15"
"fue 27","MUE 17"
"fue 28","MUE 12"
"fue 29","MUE 3"
"fue 30","MUE 10"
"fue 32","MUE 28"
"fue 35","MUE 8"
"fue 36","MUE 5"
"fue 37","MUE 13"
"fue 39","MUE 22"
"fue 40","MUE 23"
"fue 41","MUE 14"
"fue 42","MUE 1"
"fue 43","MUE 21"
"fue 44","MUE 9"
"fue 46","MUE 4"
"fue 48","MUE 2"
"fue 52","MUE 32"
"fue 53","MUE 19"
"fue 54","MUE 20"
"fue 60","MUE 29"
"fue 66","MUE 36"
"fue 68","MUE 33"
"fue 73","MUE 35"
"fue 76","MUE 24"
"fue 79","MUE 30"
"fue 80","MUE 11"
"fue 81","MUE 7"
"fue 82","MUE 16"
"fue 83","MUE 34"
"fue 84","MUE 31"
