"fue","MUE"
"fue 1","MUE 26"
"fue 2","MUE 18"
"fue 3","MUE 9"
"fue 5","MUE 11"
"fue 6","MUE 24"
"fue 7","MUE 32"
"fue 8","MUE 33"
"fue 9","MUE 15"
"fue 10","MUE 4"
"fue 11","MUE 10"
"fue 12","MUE 13"
"fue 13","MUE 31"
"fue 14","MUE 7"
"fue 15","MUE 25"
"fue 16","MUE 34"
"fue 17","MUE 5"
"fue 22","MUE 27"
"fue 25","MUE 14"
"fue 26","MUE 6"
"fue 28","MUE 30"
"fue 29","MUE 22"
"fue 31","MUE 3"
"fue 32","MUE 19"
"fue 36","MUE 28"
"fue 38","MUE 17"
"fue 39","MUE 35"
"fue 40","MUE 21"
"fue 42","MUE 36"
"fue 43","MUE 12"
"fue 45","MUE 29"
"fue 46","MUE 2"
"fue 47","MUE 20"
"fue 49","MUE 8"
"fue 50","MUE 16"
"fue 51","MUE 1"
"fue 53","MUE 23"
