"fue","MUE"
"fue 1","MUE 29"
"fue 6","MUE 26"
"fue 9","MUE 9"
"fue 12","MUE 24"
"fue 14","MUE 27"
"fue 16","MUE 13"
"fue 17","MUE 3"
"fue 18","MUE 19"
"fue 19","MUE 2"
"fue 20","MUE 6"
"fue 21","MUE 7"
"fue 23","MUE 34"
"fue 24","MUE 18"
"fue 25","MUE 33"
"fue 26","MUE 1"
"fue 27","MUE 22"
"fue 28","MUE 8"
"fue 29","MUE 11"
"fue 30","MUE 31"
"fue 31","MUE 28"
"fue 35","MUE 20"
"fue 36","MUE 15"
"fue 38","MUE 36"
"fue 41","MUE 4"
"fue 44","MUE 35"
"fue 45","MUE 25"
"fue 49","MUE 14"
"fue 50","MUE 5"
"fue 52","MUE 32"
"fue 55","MUE 16"
"fue 57","MUE 23"
"fue 59","MUE 30"
"fue 60","MUE 17"
"fue 63","MUE 21"
"fue 65","MUE 12"
"fue 66","MUE 10"
