"fue","MUE"
"fue 1","MUE 14"
"fue 2","MUE 29"
"fue 4","MUE 6"
"fue 5","MUE 7"
"fue 7","MUE 22"
"fue 11","MUE 27"
"fue 14","MUE 8"
"fue 15","MUE 34"
"fue 18","MUE 33"
"fue 26","MUE 12"
"fue 29","MUE 2"
"fue 32","MUE 10"
"fue 34","MUE 13"
"fue 35","MUE 25"
"fue 38","MUE 1"
"fue 40","MUE 26"
"fue 41","MUE 21"
"fue 45","MUE 23"
"fue 46","MUE 11"
"fue 49","MUE 24"
"fue 50","MUE 4"
"fue 51","MUE 28"
"fue 56","MUE 17"
"fue 57","MUE 30"
"fue 59","MUE 9"
"fue 69","MUE 5"
"fue 73","MUE 16"
"fue 75","MUE 15"
"fue 76","MUE 3"
"fue 78","MUE 18"
"fue 80","MUE 31"
"fue 82","MUE 32"
"fue 83","MUE 35"
"fue 85","MUE 20"
"fue 86","MUE 36"
"fue 88","MUE 19"
