FUE_ID,Bid
FUE_1,0.5357891239256226
FUE_2,0.9173847073390856
FUE_3,0.38734714625265465
FUE_4,0.17674901916658625
FUE_5,0.5085354000502655
FUE_6,0.16844723413730167
FUE_7,0.06836883671619631
FUE_8,0.5896853391439524
FUE_9,0.7773105583217766
FUE_10,0.4658573486506452
FUE_11,0.8108899206323542
FUE_12,0.2812636533838052
FUE_13,0.07467254843452664
FUE_14,0.22460286208197522
FUE_15,0.027950253065988195
FUE_16,0.046952847194883574
FUE_17,0.9910603714856757
FUE_18,0.5817708083960729
FUE_19,0.43078191031922375
FUE_20,0.9683699833297144
FUE_21,0.3933418628373939
FUE_22,0.08569998749701169
FUE_23,0.5626673623110642
FUE_24,0.39187901191586827
FUE_25,0.6028082398613902
FUE_26,0.5502360825337901
FUE_27,0.9265327443111936
FUE_28,0.7840388109043335
FUE_29,0.47453917930275524
FUE_30,0.8943994503408776
FUE_31,0.9282886144424184
FUE_32,0.5447727523782521
FUE_33,0.08303678300269468
FUE_34,0.31162984336148136
FUE_35,0.47916628148576745
FUE_36,0.7878148845761734
FUE_37,0.04500801251420372
FUE_38,0.3290793425238202
FUE_39,0.07038940841338048
FUE_40,0.9099772465950777
FUE_41,0.97424176457826
FUE_42,0.24584748644622323
FUE_43,0.5692611289453379
FUE_44,0.2882080497477125
FUE_45,0.8093519984826035
FUE_46,0.23659531401193035
FUE_47,0.37288151051157625
FUE_48,0.709779445005326
FUE_49,0.4098078689368049
FUE_50,0.5449015781499442
FUE_51,0.6260549442355703
FUE_52,0.3805752108366457
FUE_53,0.7832209841745208
FUE_54,0.2613637332798817
FUE_55,0.6824833986478792
FUE_56,0.6150804034864715
FUE_57,0.5333895849340061
FUE_58,0.7828366502361175
FUE_59,0.11262766122876078
FUE_60,0.8846419991368328
FUE_61,0.48343542751982016
FUE_62,0.7416471238177761
FUE_63,0.7156640421249439
FUE_64,0.8629106244441
FUE_65,0.7698206714096387
FUE_66,0.1550958221820251
FUE_67,0.9612494561319769
FUE_68,0.04804726262480463
FUE_69,0.32206256523565646
FUE_70,0.45196048128598887
FUE_71,0.5161338690880096
FUE_72,0.3179831525324941
