FUE_ID,Bid
FUE_1,0.5259775884344828
FUE_2,0.5901395466652535
FUE_3,0.4090422521709687
FUE_4,0.5058234840828376
FUE_5,0.17481546156120176
FUE_6,0.5408578340143637
FUE_7,0.32816661142496406
FUE_8,0.057337325177684195
FUE_9,0.2700742115828121
FUE_10,0.8469629034940734
FUE_11,0.3748613303972187
FUE_12,0.27863476067036863
FUE_13,0.6837519975804885
FUE_14,0.5188094368187426
FUE_15,0.7076524814145654
FUE_16,0.8861947370894059
FUE_17,0.5814212414202947
FUE_18,0.2273907096124279
FUE_19,0.2586972285278145
FUE_20,0.8798513957709481
FUE_21,0.46163771971807943
FUE_22,0.730742066638755
FUE_23,0.2565289814424645
FUE_24,0.7505094825337213
FUE_25,0.9227962130983018
FUE_26,0.4610946830926408
FUE_27,0.06781576078946694
FUE_28,0.2233634059734373
FUE_29,0.007194147396717643
FUE_30,0.6874211416083855
FUE_31,0.4542453678504019
FUE_32,0.7368697752660377
FUE_33,0.6976921180596682
FUE_34,0.6695257504694797
FUE_35,0.8144342897801511
FUE_36,0.1335798246161729
FUE_37,0.4509565609010633
FUE_38,0.8059721768995155
FUE_39,0.0035453581685261915
FUE_40,0.995950754834144
FUE_41,0.10500712597874651
FUE_42,0.2533537319838842
FUE_43,0.6172032373994301
FUE_44,0.7051174098602132
FUE_45,0.29419008608820185
FUE_46,0.05522668620878057
FUE_47,0.8136639566141488
FUE_48,0.5476255837641221
FUE_49,0.33297034638956857
FUE_50,0.08519214588598245
FUE_51,0.18296688854799958
FUE_52,0.23461021688419692
FUE_53,0.5781494391898792
FUE_54,0.9517747674135855
FUE_55,0.28643479861555576
FUE_56,0.20377616057448722
FUE_57,0.2639076203318912
FUE_58,0.5832034056664683
FUE_59,0.22612964119239376
FUE_60,0.4899066638697108
FUE_61,0.7990233013460595
FUE_62,0.9347088573642116
FUE_63,0.185385530743436
FUE_64,0.032774388585191994
FUE_65,0.35354775265816063
FUE_66,0.05597171166089776
