FUE_ID,Bid
FUE_1,0.5738862221478682
FUE_2,0.7286239310535749
FUE_3,0.8941075788084354
FUE_4,0.047663664679447604
FUE_5,0.8453025373187022
FUE_6,0.2632233170727497
FUE_7,0.23588566561149815
FUE_8,0.7671783334857556
FUE_9,0.8623810683567459
FUE_10,0.9412276627722227
FUE_11,0.042404870392779404
FUE_12,0.9940231628713831
FUE_13,0.19116279436771177
FUE_14,0.8654727919745209
FUE_15,0.966320500560184
FUE_16,0.6384518949555661
FUE_17,0.0016660895166087375
FUE_18,0.39632948884775365
FUE_19,0.7901716422001281
FUE_20,0.12102004292864088
FUE_21,0.38417635205361467
FUE_22,0.29561023054881974
FUE_23,0.09920295968593684
FUE_24,0.6375229485145189
FUE_25,0.017148269918677683
FUE_26,0.6879153615760764
FUE_27,0.9641633146088143
FUE_28,0.5582526382795748
FUE_29,0.5740645998850928
FUE_30,0.6597035702395119
FUE_31,0.14357975905563092
FUE_32,0.43079460127733427
FUE_33,0.40563447962384347
FUE_34,0.29967660784663597
FUE_35,0.2588859856807103
FUE_36,0.08126285663743305
FUE_37,0.5695709171683601
FUE_38,0.21249012272839973
FUE_39,0.7022479733641966
FUE_40,0.978299665846616
FUE_41,0.17826682510655978
FUE_42,0.6823533092512251
FUE_43,0.892078822449001
FUE_44,0.6372811067181644
FUE_45,0.8909319318239597
FUE_46,0.9162422905438975
FUE_47,0.9351310182783689
FUE_48,0.3000432640905766
FUE_49,0.8052547192087061
FUE_50,0.0020925887167274615
FUE_51,0.07731300949315967
FUE_52,0.9037903729512883
FUE_53,0.29955274240148444
FUE_54,0.7075360102588595
FUE_55,0.5447474017621753
FUE_56,0.9674916254322972
FUE_57,0.27309353024961314
FUE_58,0.680540395706387
FUE_59,0.7322976834412268
FUE_60,0.14994968037368284
FUE_61,0.1358319354271057
FUE_62,0.2317997611766024
FUE_63,0.8154531832589205
FUE_64,0.5592180832758082
FUE_65,0.10219146469809626
FUE_66,0.3605989714655977
FUE_67,0.3872102651339443
FUE_68,0.20276066476427979
FUE_69,0.46403797795662494
FUE_70,0.9785717345721715
FUE_71,0.10995030746601109
FUE_72,0.9660308552651873
FUE_73,0.8103035472906898
FUE_74,0.4556159271209046
FUE_75,0.6505113491099476
FUE_76,0.8006098666535811
FUE_77,0.4272041123897923
FUE_78,0.9807483709857181
FUE_79,0.25224830073825044
FUE_80,0.26303144879885787
FUE_81,0.6951195014352228
FUE_82,0.47378333358678204
FUE_83,0.6185610167820355
FUE_84,0.38540457332451905
FUE_85,0.9740951891838389
FUE_86,0.9229885179797007
FUE_87,0.1444964194355569
FUE_88,0.9318733692102505
FUE_89,0.8236440880793531
FUE_90,0.6315927827863762
FUE_91,0.014660704784720036
FUE_92,0.7191109261922143
FUE_93,0.341737349307786
FUE_94,0.22215232281902342
FUE_95,0.3675167841005267
FUE_96,0.03564859708194512
FUE_97,0.37062852658287815
FUE_98,0.5943799623700785
FUE_99,0.6458810318803383
FUE_100,0.9511632389672044
FUE_101,0.04221113935635212
FUE_102,0.6156329918979494
FUE_103,0.19759520996864277
FUE_104,0.010496590847672738
FUE_105,0.6975899036012361
FUE_106,0.11129264708913622
FUE_107,0.805458513966082
FUE_108,0.3728337691033441
FUE_109,0.6129371603089279
FUE_110,0.29712868195087394
FUE_111,0.56727946622945
FUE_112,0.8663882921149647
FUE_113,0.9708859712859097
FUE_114,0.050575470972304304
FUE_115,0.5575083998579028
FUE_116,0.22007402700993772
FUE_117,0.00479585619752565
FUE_118,0.4575299129758881
FUE_119,0.693333876206662
FUE_120,0.41761794427362076
