FUE_ID,Bid
FUE_1,0.775053098533502
FUE_2,0.4955256132769016
FUE_3,0.050800486324028116
FUE_4,0.37912720871551575
FUE_5,0.08154620334794282
FUE_6,0.8194447050662632
FUE_7,0.06839540646025466
FUE_8,0.01742830893717784
FUE_9,0.007775189814460792
FUE_10,0.48608351602245503
FUE_11,0.738275262982771
FUE_12,0.275038096628739
FUE_13,0.21508166458585687
FUE_14,0.1336820009173788
FUE_15,0.16681492274529552
FUE_16,0.014998097344047667
FUE_17,0.30885497445899424
FUE_18,0.5718909552516773
FUE_19,0.5145245171797573
FUE_20,0.30326288031825455
FUE_21,0.34146798753538266
FUE_22,0.4748296652088404
FUE_23,0.5978293457511757
FUE_24,0.6494645524503236
FUE_25,0.13916718449663734
FUE_26,0.4662929098030554
FUE_27,0.3548591706653529
FUE_28,0.8329667656601506
FUE_29,0.8297368252388236
FUE_30,0.8143427189570432
FUE_31,0.2631902851199236
FUE_32,0.9985856273679141
FUE_33,0.6547565973717581
FUE_34,0.02083532525988696
FUE_35,0.24616939355776435
FUE_36,0.5207572769158977
FUE_37,0.7959407181419442
FUE_38,0.9764902620136788
FUE_39,0.9288934954188731
FUE_40,0.027664939009179546
FUE_41,0.28643091358350137
FUE_42,0.56814659724118
FUE_43,0.993261955624063
FUE_44,0.7418157096918606
FUE_45,0.9125758695437506
FUE_46,0.6696775026893561
FUE_47,0.11212793196104198
FUE_48,0.2615764612762381
FUE_49,0.6056388651151327
FUE_50,0.296585975044087
FUE_51,0.027273820614367228
FUE_52,0.41960141075672497
FUE_53,0.6727284074115043
FUE_54,0.6104136595760696
FUE_55,0.8175703488922715
FUE_56,0.12624493796206604
FUE_57,0.7280806372875673
FUE_58,0.6012530122503629
FUE_59,0.513519440002103
FUE_60,0.6107497273140345
