FUE_ID,Bid
FUE_1,0.24102026004308963
FUE_2,0.07557033858479822
FUE_3,0.15460840555718058
FUE_4,0.04800228083247937
FUE_5,0.6109236514367206
FUE_6,0.8891667515594394
FUE_7,0.2576869995309359
FUE_8,0.6213093799160418
FUE_9,0.7740227938574992
FUE_10,0.582203633830124
FUE_11,0.21508609017012714
FUE_12,0.849592601992538
FUE_13,0.22162723567994658
FUE_14,0.24041685842606741
FUE_15,0.8117611265329238
FUE_16,0.7625946026287761
FUE_17,0.9200802313214204
FUE_18,0.792502942839268
FUE_19,0.28962443099743307
FUE_20,0.01425165565917974
FUE_21,0.3229051702794232
FUE_22,0.6385221510229169
FUE_23,0.31055329863985615
FUE_24,0.09419958249651172
FUE_25,0.583637981068404
FUE_26,0.06184519764132246
FUE_27,0.2843745598853896
FUE_28,0.6349351279063423
FUE_29,0.849751664569657
FUE_30,0.5928911592424919
FUE_31,0.63493963374313
FUE_32,0.807413497380439
FUE_33,0.4900467926658362
FUE_34,0.41496072587434485
FUE_35,0.6176622363633206
FUE_36,0.3524007784591572
FUE_37,0.41774034820839445
FUE_38,0.09036375213978476
FUE_39,0.21008377910661624
FUE_40,0.9366882876547888
FUE_41,0.4084787963116586
FUE_42,0.851164320465629
FUE_43,0.8906827994357567
FUE_44,0.41560573532715883
FUE_45,0.9025759079289863
FUE_46,0.49222481484392455
FUE_47,0.30358199470094716
FUE_48,0.7665132612921081
FUE_49,0.5880602459254041
FUE_50,0.539113524137245
FUE_51,0.9376864428156488
FUE_52,0.7306913179142208
FUE_53,0.651334904980648
FUE_54,0.6116454354773022
FUE_55,0.09490643618536265
FUE_56,0.6481808610304695
FUE_57,0.21049578035818084
FUE_58,0.4673205269397631
FUE_59,0.6406200963800417
FUE_60,0.8965184992176887
FUE_61,0.11955413885323418
FUE_62,0.1625346570772943
FUE_63,0.8459843452871801
FUE_64,0.16809149400469647
FUE_65,0.4146533874746402
FUE_66,0.8685615299192684
FUE_67,0.6964931251652301
FUE_68,0.4971019369070063
FUE_69,0.054316457530130924
FUE_70,0.06202043672902935
FUE_71,0.4344168794887351
FUE_72,0.36215246227956
FUE_73,0.022011736222155354
FUE_74,0.7993947917649441
FUE_75,0.7816542775799433
FUE_76,0.06136534738921495
FUE_77,0.16576903757526895
FUE_78,0.8814333453666706
FUE_79,0.6874189711884375
FUE_80,0.014589193962574742
FUE_81,0.8679916290726164
FUE_82,0.28741153582932033
FUE_83,0.8296977672709174
FUE_84,0.4710333077067361
