,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.556893918637888,0.557933313122005,0.5217587861906958,0.43556530360516005,0.4549668030555023,0.4433896912775851,0.4103652078347792,0.4821131062176994,0.5739914811020855,0.4279878718785926,0.38852492432988794,0.33228103675319587,0.4772569192927233,0.3847653825031148,0.4160539476318855,0.4082781234778433,0.492279087534346,0.53007400860702,0.1467532623286719,0.37935460323220066,0.5293414818993505,0.45626747299472753,0.2124346546669419,0.471314893807223,0.4212812932908325,0.4377750617393399,0.4483042393099576,0.4220392287721094,0.3841530995084622,0.33412277273421453,0.3784199724756842,0.365351918360044,0.42190084768403124,0.2093565717827115,0.44607526704242884,0.39177700099891144
FUE_2,0.6458362909889956,0.6468784135890381,0.610636979261231,0.5243950703765068,0.5438012726957723,0.5322211248360882,0.49919115628095423,0.5709584495431083,0.6629874146270223,0.5168162686326325,0.4773488728603665,0.4211026266465071,0.566099829375719,0.47358907114958243,0.5048805885012427,0.4971038381882261,0.5811304171488041,0.6189633658537679,0.23557385102891823,0.4681779525312746,0.6182297742562245,0.5451023328711844,0.301255303338232,0.5601551493311974,0.5101086487411084,0.5266052714648615,0.537136870978571,0.5108666945917109,0.47297674776454546,0.4229444034388108,0.4672432670146355,0.4541745511255703,0.5107282932197044,0.2981772154029675,0.5349073397582792,0.4806011917344711
FUE_3,0.5938497483436791,0.5950740660614994,0.554559036691369,0.4654531915388487,0.4851298666679693,0.47337492564403766,0.440030836056254,0.5129185464223264,0.6147160000496288,0.4577958939819524,0.41807455110268577,0.36169421581586214,0.5079178609399098,0.4142999558219807,0.44575980427605527,0.43793017974851606,0.5234418955562726,0.5635716296321003,0.1761086396579795,0.4088695274130793,0.5627721433995352,0.48645344155938103,0.24179349232906988,0.5018186906826793,0.4510287012016442,0.4676888004738701,0.47835957032851184,0.45179305763086164,0.41368533369069077,0.3635383094317236,0.4079317266529177,0.3948253798055931,0.4516534964215237,0.2387151179902104,0.47609788316903273,0.4213406614641613
FUE_4,0.7003375222954777,0.7014887346342756,0.6626440480924545,0.5746062135136351,0.5941837665709347,0.5824929245432405,0.5492636480939901,0.6217396056919711,0.7196793680146338,0.5669776152186364,0.5273489110034059,0.4710173625177295,0.6167914732143642,0.5235797025440636,0.5549781924521472,0.547167856208987,0.6321325408740737,0.671394658145933,0.28545242589757447,0.5181563038372917,0.6706204321704399,0.5954990740334245,0.3511360434306513,0.6107493386091943,0.5602321828940393,0.5768325264370724,0.5874523212390711,0.5609942350592021,0.5229659173644589,0.4728606139352678,0.5172196370050478,0.5041269837990758,0.5608550973711662,0.3480577731264371,0.5852024205975503,0.5306099984630598
FUE_5,0.6288499329443437,0.6299165560278067,0.5930783043022197,0.5064096327061942,0.5258570909003956,0.5142503044247397,0.4811722520465869,0.553109811840117,0.6464846906395327,0.49881882008444245,0.45931245051019365,0.4030455533339079,0.5482297926367683,0.45555037289852757,0.48686775119358394,0.4790828861866336,0.5633344718269973,0.601503691651704,0.2175080148632755,0.4501362826738544,0.600760646891448,0.5271615762330593,0.28318999201253464,0.5422617795713539,0.4921020734187738,0.5086237178850148,0.5191765607894399,0.4928610865360886,0.45493769581091015,0.4048876873619753,0.44920111765192394,0.4361266073957441,0.4927225073959177,0.28011185987261056,0.5169421259228316,0.4625668905748054
FUE_6,0.594119629264827,0.5951241010748605,0.5598142314266286,0.4742574351734423,0.49359669494995984,0.48205975376281274,0.44910793797103893,0.5205994300271047,0.6105366227243798,0.46669815150240845,0.427294179768444,0.3710815960013418,0.5157753288717292,0.42353808602051174,0.4547874977656266,0.4470239528701174,0.5306865737841641,0.5679839803545818,0.1855671161848329,0.41813180953924894,0.5672653086644615,0.4948922043275268,0.25124771206777036,0.5098683344371003,0.4600053716814155,0.476461327288337,0.48695844511153386,0.46076184440449724,0.4229263389402417,0.3729227901446678,0.41719790543652396,0.4041386338523106,0.4606237321418103,0.2481696962640713,0.48473686972593166,0.4305430431633934
FUE_7,0.5450606808846293,0.5462766082966665,0.5059504253891021,0.4169622396011235,0.4366280947083101,0.4248801529609762,0.39154857912451263,0.46439127780517253,0.5657495650298164,0.4093080710196792,0.369596816582106,0.31322178710457516,0.45939635684915303,0.36582280738640716,0.3972759764990537,0.3894484524847697,0.4749002970451527,0.5149337914132034,0.1276384541222937,0.36039314371752823,0.5141371295357525,0.4379507662201025,0.19332317257906298,0.45330343632613085,0.4025432495673678,0.41919683466087504,0.4298620417118866,0.4033073549376026,0.3652082763099059,0.31506578916878897,0.3594554663044031,0.3463506088220966,0.4031678398734637,0.19024480954508513,0.4276016412689932,0.3728623803989895
FUE_8,0.5582462873573515,0.5592229313491953,0.5246131606081025,0.4395870858895335,0.4588738803099875,0.4473707865367359,0.41448033562983044,0.48575608055205,0.5741275899399382,0.4320431243861463,0.39268902063267835,0.3365029533087209,0.4809588587629459,0.38893584604183723,0.4201521336193282,0.4123989716200321,0.49577732235161964,0.5326634819746262,0.15099974480140665,0.3835333822356528,0.5319561556879164,0.4601650453032709,0.21667966527512963,0.4750812496159874,0.4253620019924749,0.44178602773402026,0.45225611080224326,0.4261172386538373,0.3883245527043101,0.338343688201291,0.38260009348024704,0.36954826053791695,0.42597935354898614,0.21360170635617637,0.45004076990637687,0.39593516401323825
FUE_9,0.5910722167355028,0.5922280056390105,0.5532770687215686,0.46516942235692726,0.48475351725117055,0.473058446304602,0.4398215815983887,0.5123246727231565,0.6105081248710091,0.4575389275667852,0.4179040942469318,0.3615693134186481,0.5073730894812548,0.41413452904060405,0.4455370802131595,0.43772546783027994,0.5227261556544828,0.5620445781816608,0.1760030083936907,0.40871066472817885,0.5612687266113668,0.48606936976345316,0.24168670783241372,0.501327205686909,0.4507920565536623,0.46739634934440033,0.4780195093748618,0.45155426109427754,0.41352068842970935,0.3634126206621587,0.40777392278520225,0.3946803623866519,0.4514150954003177,0.23860843062943282,0.47576883092388605,0.4211655143182723
FUE_10,0.6877434942263876,0.6888329001253939,0.6514461190221454,0.5643932948821333,0.5838776012554886,0.5722470151750514,0.5391260681088551,0.611215894274629,0.7058322611737557,0.5567917661055182,0.5172506596109235,0.4609653785294433,0.6063166807890283,0.513486555197204,0.5448269748717399,0.5370348773166508,0.6214878884985743,0.6599615757146053,0.2754200438031627,0.5080698188897674,0.6592099149503547,0.5851851485634768,0.341102487821896,0.6003277576018982,0.5500668799590791,0.5666108465718706,0.5771826585834255,0.5508267555668523,0.5128735631366462,0.46280783044623447,0.5071342269194314,0.49405455804737697,0.550688017912199,0.3380243163594969,0.5749438436056865,0.5205069888674835
