,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.4119161106973748,0.581705357096672,0.37861798374532424,0.5528578130655688,0.35431740468277984,0.4433919145294367,0.43693898529689723,0.3788890921761004,0.44516540283060135,0.38447994085162046,0.5362234302247819,0.42514512309952923,0.5280647450414839,0.4540572566720983,0.5734987891503053,0.45901438404593503,0.44200096882563683,0.35896403336131777,0.41323934354040204,0.5543031334933426,0.06130918065130114,0.049732003776634004,0.46012673963293055,0.4031258811762512,0.3957473495980757,0.5206538824415846,0.5623217786143095,0.26102614099534466,0.45605185156037475,0.39193127222261054,0.3207040911613891,0.27470116226663693,0.4271987802445945,0.4312073124904044,0.32198685582823816,0.43335607419159905
FUE_2,0.3875840025302553,0.5618721445889383,0.35423803090329614,0.530747750615252,0.3299195979446527,0.41915458967008057,0.4126762973296577,0.35450939984375485,0.4209357327942925,0.3601059976309535,0.5133684338743192,0.4008447581291142,0.5049390078547363,0.4298710424301204,0.5528452675609451,0.43485654351828096,0.41775785473875576,0.33456891929152727,0.3889099949269172,0.5322729411911706,0.03688739977508882,0.025310216044659776,0.43597572298811066,0.3787774203731875,0.3713874891493727,0.49732350303085415,0.5407893068964851,0.23660717113462024,0.43187666652871953,0.36756623005698175,0.2962934055428074,0.25028323564829863,0.4029042649668633,0.4069250406743957,0.2975765015172615,0.4090808440922203
FUE_3,0.39166903743178005,0.5598570996930402,0.35838917590918745,0.5317919787010571,0.334095419922787,0.42310873773226876,0.41666545887076506,0.3586601848116329,0.4248793149792106,0.3642488372342852,0.515425768380745,0.4048859466185548,0.507366101436533,0.4337546563334827,0.5519261416865004,0.438701014377291,0.42171999408230776,0.33874101931983647,0.3929912176156139,0.533208912974923,0.04109636395062637,0.029519189698696584,0.4398107813766758,0.38288504767048337,0.3755108678220286,0.5000306410471473,0.5410522391417694,0.24081224896169504,0.4357450639055956,0.3716967690467751,0.3004870306087171,0.2544868711727277,0.4069373746858265,0.4109412427839588,0.3017696685758108,0.41308732275961
FUE_4,0.5609079188293319,0.737026291821582,0.5275438626138605,0.7049425462689675,0.503218688126903,0.5925144133373346,0.5860265020060501,0.5278153299493528,0.5942984610754027,0.5334140993932909,0.6872643708392183,0.5741806879543303,0.6787280792459335,0.6032502732677,0.7276455575309129,0.6082465616384563,0.5911154821561228,0.5078690259669735,0.5622349551291619,0.7065002059960237,0.21017744342421266,0.19860025710776988,0.6093683368933307,0.552095152546524,0.5447009121696245,0.6710324086913315,0.715220801273196,0.4098982751542052,0.6052600893671822,0.5408776948604789,0.46958763508806894,0.42357473322337147,0.5762424099785222,0.5802678234151127,0.470870856077093,0.5824262949923283
FUE_5,0.38074429465142323,0.5586954793417368,0.3473628784319793,0.5256319007317221,0.3230312361256752,0.4123852996073571,0.4058881380450088,0.34763444018209533,0.41417214139112785,0.3532352935379788,0.5076572072902399,0.39402860374795007,0.4990158615838946,0.42313983486292617,0.5489482595149312,0.42814651076509963,0.41098425602134675,0.32768254906376487,0.3820723334587451,0.5272220195183432,0.029981315252991716,0.01840412645690881,0.4292707863625214,0.3719255904348917,0.3645272134268777,0.49124171746485323,0.5361478917514272,0.22970316376014482,0.4251536870199696,0.36070211656454615,0.28939552100607935,0.2433799992174799,0.396092454318403,0.4001223247785799,0.29067886189012565,0.40228336097267275
FUE_6,0.4890661728349593,0.66350057655114,0.45571872771281857,0.632300219429662,0.4313997453250024,0.5206396839745291,0.5141606085591894,0.4559901046718176,0.5224210635300913,0.4615868794303685,0.6148969233893612,0.5023279069618308,0.6064588862209571,0.5313577161761934,0.6544458590088146,0.5363440949028013,0.5192427702620718,0.4360491495202429,0.49039225026961936,0.6338280061387338,0.13836680974792248,0.12678962580668035,0.5374634855324311,0.4802590868710014,0.47286880455142316,0.5988369089863579,0.6423606607955322,0.3380866675483852,0.5333636813538415,0.46904738589940137,0.3977731567368404,0.351762764144043,0.5043875942043968,0.5084087475814616,0.39905626290163093,0.5105647682619064
FUE_7,0.36243739344582865,0.5463888427502355,0.3290040184182674,0.5099843651138248,0.3046530388594617,0.3941819340475598,0.38765698855339364,0.32927586253035473,0.39597717263839965,0.33488294877655916,0.4910608083903904,0.3757562875227544,0.48208968099604926,0.404992634200643,0.5353531026894968,0.410030591625335,0.3927745435826792,0.30930726637974826,0.3637684352938689,0.5116800118399104,0.011577196201569655,0.0,0.4111624013312384,0.3536009076134588,0.3461901488333471,0.4740713206326168,0.5212810751562609,0.21130208147190171,0.40701863719811776,0.3423594276343322,0.2710033922954114,0.22498004412937012,0.3778265212760846,0.38186976169147746,0.2722870913810627,0.3840384935660949
FUE_8,0.38569102126749,0.5502219194735279,0.35245550685074745,0.5238889906258944,0.3281783330925456,0.41704325134679127,0.4106233288231029,0.35272627393362604,0.4188067865673346,0.35830959069867,0.5081400528029362,0.3988785797008715,0.5003114956111259,0.42764221347445036,0.542889817483302,0.4325625673253822,0.4156598356712105,0.3328214304420951,0.38701064760782816,0.5252413130684807,0.03520157238451702,0.023624404512964218,0.4336660870440952,0.37692217403770484,0.369558559270219,0.49315320173987076,0.5326886044926414,0.23491484152579595,0.429622507532675,0.36574926531090257,0.29458191667384487,0.24858849303353964,0.4009246052042824,0.40491717196696914,0.2958642465205722,0.4070567559292096
FUE_9,0.5036022715872664,0.6747541406880141,0.4702891246122907,0.64522920282423,0.44598293773257863,0.5351077977385962,0.5286469194316257,0.4705603148561942,0.5368836845227278,0.47615296895647163,0.6283677803147381,0.5168412430044523,0.6201259115333365,0.5457891488879569,0.6663063727785585,0.5507551580060233,0.5337150379066783,0.4506304122650204,0.5049263704013119,0.6466987065058184,0.15296718107618634,0.1413900020470477,0.5518696490632348,0.4948069097024176,0.48742479950420453,0.6126519367026406,0.6548673595460067,0.3526850247821335,0.5477871966895054,0.48360709525283635,0.4123655780455781,0.36636037388254167,0.5188967348730122,0.5229091066669364,0.4136484468097812,0.5250600763152953
FUE_10,0.4164859546365654,0.5938580288611953,0.3831099444425865,0.5611061120661369,0.35878031588206954,0.4481162084092813,0.4416219291830497,0.38338147679533263,0.4499021794966876,0.388981681283711,0.5432247972025006,0.42976666928806356,0.5346164308055128,0.458864923226416,0.5842279372752612,0.463868360961619,0.4467158230774035,0.36343132523799737,0.4178136812109628,0.5626859825791607,0.06573309599961591,0.054155907975420345,0.46499185703330503,0.4076690997000585,0.4002720108812907,0.5268668861836437,0.5715469222172697,0.26545462799159075,0.46087751726212906,0.3964474993033167,0.3251460521670376,0.2791313459695018,0.43182985679223,0.4358583387670406,0.32642935572655746,0.43801857596830296
