,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.8445118042742739,0.8383280878477789,0.8612684003435932,0.8515171884916053,0.9879579921333989,0.6270826145247016,0.8150997784613112,0.9637043988272237,0.8847036722888547,0.7552764641283891,0.9407110666394557,0.8689024605626604,0.9403961860541327,0.9833097093753663,0.9999929795858965,0.9573877330370758,0.8400750066165413,0.6464283528440714,0.9962981231133697,0.8523258696423159,0.8805449156122277,0.7156296448821371,0.9168866891448197,0.8181083067132889,0.8142717702925626,0.8374365066532408,0.8868547350813943,1.0,0.8856752910065698,0.9009099496379794,0.8318793568448861,0.8694357305350269,0.8610886949262372,0.819587419841708,0.8906320969839097,0.7107592556984815
FUE_2,0.33682620503164246,0.3306237834928798,0.35365143163285356,0.34385672204346573,0.4855984631099014,0.11927055133492363,0.30734672812166736,0.4587171872772577,0.3772493928318663,0.2474766759495804,0.4344362856011094,0.36132808918730885,0.43410874422366746,0.4802955261298947,0.4998198233481906,0.4519631989652677,0.332375687484596,0.13861659303052656,0.4953664676561633,0.3446686083002372,0.3730541145607237,0.20782170434806535,0.4098993981701759,0.3103600500115328,0.3065174645979711,0.32972974331450366,0.3794209519572121,0.4998283695854994,0.3782301278460385,0.3936424323884654,0.3241584789103231,0.36186466124543215,0.353470821379093,0.3118416597778614,0.3832372002217384,0.2029507739747519
FUE_3,0.4093669128842502,0.40319669766896743,0.4260740676637584,0.4163541740476504,0.5493785596613731,0.19202922239010603,0.38000362542936567,0.5267228257304906,0.44939273646149036,0.32021416825127963,0.5045791856091026,0.4336775163101901,0.5042728952774269,0.5451123127506471,0.560208234880889,0.5206895369932432,0.4049400170466611,0.21137474059545125,0.5569196794055968,0.41716054547274445,0.44526008275230883,0.2805732618165702,0.48124565592348445,0.3830086851121978,0.3791765257292755,0.4023068921833603,0.4515291683922653,0.5602144501610596,0.4503578460755172,0.4654661848187898,0.3967599387104319,0.43420841572436175,0.4258950131117875,0.3844859920214026,0.455278808433027,0.2757032652274662
FUE_4,0.39431612819069717,0.3881195341699627,0.4111199566178799,0.40133881211873623,0.5413491627726084,0.17679983632709584,0.36485765637968576,0.5153460215208477,0.43466708926510983,0.3050021442182012,0.49148107990714374,0.41878331974722594,0.49115758246158053,0.5362687078034628,0.5548094337544194,0.5087343611457175,0.38986988522019106,0.19614578370259747,0.5506232820314896,0.4021496991962238,0.4304832340761691,0.26534970755731235,0.4671703802467122,0.3678694863008038,0.3640287835508979,0.3872262599364916,0.4368322343937087,0.5548174390659986,0.4356449717684398,0.45100159862214034,0.38165939141928823,0.4193188608212998,0.41093962865048345,0.369350318964949,0.44063630740729653,0.26047894545167555
FUE_5,0.4509868927947879,0.44479497227467324,0.46777357133641817,0.4580032968063767,0.5966794621386287,0.23350219255230314,0.4215452723967431,0.5713398398285163,0.4912800348108778,0.3617014346320279,0.5477985607160465,0.47542628801678777,0.5474782402791308,0.59176463582727,0.6095854176173547,0.5648382336620579,0.44654407778734817,0.2528480641579411,0.60559174263082,0.4588133829888952,0.4871053111686168,0.3220510341203418,0.5236664712543876,0.42455590483891315,0.4207167131598887,0.44390231240076605,0.4934400547446214,0.6095930355839807,0.4922556377870851,0.5075678311540525,0.4383389702188898,0.47596100373172756,0.46759346950089403,0.4260361138207464,0.4972344031379078,0.317180407181418
FUE_6,0.46301500200274875,0.45682863668335416,0.4797813076957038,0.47002394363493266,0.6071723365400622,0.24556788193824083,0.4335934190704849,0.5825784429537325,0.5032395376248976,0.373763474113743,0.5594109270761597,0.4874213870433271,0.5590943088391453,0.602441138399895,0.6194755376913297,0.5762031748409999,0.4585762615330636,0.26491366333087296,0.615689129116376,0.47083307830951493,0.4990756343693568,0.33411549760435333,0.5354879966553981,0.43660262700134295,0.43276523289595503,0.45593670718254176,0.5053934869153559,0.6194827406946211,0.504212440351926,0.5194720683842837,0.4503775577260202,0.4879551233734459,0.479601474360827,0.43808209409379834,0.5091763215879932,0.3292450315890396
FUE_7,0.3289686418027343,0.32276308373790297,0.34580539168413765,0.33600337593020657,0.4787103748362545,0.11139181657099889,0.2994778627827593,0.451331164119434,0.3694307641128516,0.23959999264144016,0.42682045884201003,0.3534892134327141,0.4264907020093773,0.47327960744819075,0.4933778896001534,0.444498114097944,0.3245158234935298,0.13073790895910345,0.4887663148631708,0.33681580021154867,0.36522932069964653,0.19994365849677925,0.40216020135733993,0.3024919871388406,0.2986483891288023,0.3218686313613037,0.37160578615488227,0.4933867578966914,0.3704130390888477,0.3858554367959723,0.316295001523737,0.3540263412324985,0.3456246293508001,0.3039740148939896,0.37542861025961916,0.19507263768359398
FUE_8,0.6785271031876715,0.6723428244875207,0.6952857600354944,0.6855332424807533,0.8221231557141517,0.4610941068267176,0.649113048567579,0.797798118806872,0.7187259029884585,0.5892883264396545,0.7747680263635673,0.7029210975556363,0.7744527784035558,0.8174575110068153,0.8342141050381455,0.7914690999177985,0.6740898931372148,0.4804398542922125,0.8305001808963872,0.686342019889833,0.7145660545566451,0.5496412614672175,0.7509227923041718,0.6521217211163294,0.6482850026076266,0.6714511693566625,0.7208775780503186,0.8342211634447839,0.7196977940681525,0.7349377477586261,0.6658935950651519,0.7034544664858637,0.6951060274714561,0.6536009093910187,0.7246561007107157,0.5447708559693928
FUE_9,0.4284061247267191,0.42221754454402405,0.445180551462102,0.4354180413162458,0.573168279680529,0.21094401769918114,0.3989765519441949,0.5482824082682995,0.4686579980795352,0.3391410658374987,0.5249672667752409,0.4528256670270929,0.524649181977228,0.5683655013272312,0.5857049917002718,0.5418573364297476,0.4239657597539456,0.23028983507916834,0.5818385371336262,0.43622755529493906,0.46448978513116224,0.29949212239212375,0.5009613493444615,0.4019863279744133,0.3981482169892278,0.42132532382866555,0.4708143649532311,0.5857123546989268,0.4696319761864294,0.4849125295132643,0.4157645025839321,0.45335979361954043,0.4450006111139215,0.4034660909296058,0.4746017842449709,0.2946215921830007
FUE_10,0.3972176779689746,0.3910537608711937,0.4139017964848335,0.4041964900370703,0.5357258084991925,0.17992273346513205,0.3678771413770002,0.5137458390864884,0.437166305989389,0.30810351324566715,0.49197808806577115,0.42149100375262916,0.4916756588908122,0.5316175579174318,0.5460710971774073,0.5078365965322801,0.39279540087178993,0.19926814866174483,0.5429434777110361,0.40500178506695483,0.43304575579557747,0.26846537327209985,0.46886718603329164,0.37088058056193957,0.36705046614393777,0.39016478396670873,0.43929595903448465,0.54607699586929,0.43812839929308933,0.4531783476976961,0.3846225893822057,0.42202080100113476,0.4137230449126136,0.3723570436987493,0.4430327650044158,0.2635955603903494
