,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.6668575648704597,0.6122678604432931,0.6217671501022436,0.4964072636093598,0.5206602836950621,0.5046814633703315,0.5610581056153653,0.4873937202227439,0.5438241882143299,0.5250909751344766,0.3884607136298325,0.621155219972875,0.5545084009237935,0.29669624409313483,0.4440115128902056,0.572516482646623,0.5608664557405022,0.36209439807480426,0.39491502599460176,0.4581100124732025,0.17057330369532187,0.59670545422538,0.60717204662584,0.5646043596540334,0.41999643595915587,0.5550782223559618,0.43762596309233726,0.4850112442043982,0.5336325030065318,0.451009794928619,0.567759501591991,0.7117148674665633,0.5001751972639936,0.3080641999487777,0.3417050616714016,0.464495452285935
FUE_2,0.6581956112095767,0.6040789994135013,0.6135263232057846,0.48845547929341965,0.5126908886913888,0.4967245442701293,0.5530341925739968,0.4794466949238033,0.5358286038278731,0.5171174073421951,0.38053551769450755,0.6129180246955019,0.5464963409367051,0.28877438099023406,0.43607888618020496,0.5644680016496363,0.5528429105330059,0.3541707845961772,0.386989308333977,0.45017391411861435,0.16265210039487538,0.5885841464997178,0.5990074962240856,0.5565733970598624,0.41206797115197974,0.54706518781482,0.42969463142942993,0.47706534832701286,0.5256498460759906,0.4430755592760381,0.5597218619030353,0.7020931641871433,0.4922211729713524,0.30014216403588906,0.3337822348921112,0.4565574536331088
FUE_3,0.6518002874300988,0.5970930855861194,0.6066052180844185,0.4811740949011442,0.5054314415391177,0.4894495559802645,0.5458426685965942,0.47215938263544494,0.5286017834921526,0.509863158399892,0.37322101611711067,0.6059923899304012,0.5392900479727005,0.2814557284854652,0.4287736396043059,0.5573070920814907,0.5456509282199608,0.3468543121158333,0.37967545655313073,0.44287299157116206,0.15533262613653825,0.5815140075303599,0.591991268991061,0.5493906572558889,0.40475754090304966,0.5398601091213985,0.42238777185457044,0.46977662923490543,0.5184069201829381,0.43577231667362215,0.5525474424301856,0.6968999907444247,0.48494257876932856,0.29282372675841273,0.32646478260637946,0.4492588979884046
FUE_4,0.7298621862373419,0.6775610258857483,0.6868050934721662,0.5628772999285749,0.5870421828136521,0.5711257893215734,0.6271678905515458,0.5538875942551839,0.6100752306925971,0.5914520075081483,0.4550640392862839,0.6862109679290602,0.6206772533960587,0.36331629626353623,0.5105775607514067,0.6385040036691987,0.6269780729248349,0.4287056650968611,0.46151573364363546,0.524658651353314,0.23719666771934256,0.6623318566449217,0.6725849442879973,0.6306790391763202,0.48658336017509335,0.6212422163447858,0.5041985062873702,0.5515107767118758,0.5999481061503206,0.5175677739880163,0.6338009474670295,0.7703013413333449,0.5666340165822332,0.37468338473311946,0.4083202769999008,0.531034563814785
FUE_5,0.6696771077755959,0.6151158038267992,0.6246119854450418,0.4992693503529221,0.5235213218611822,0.5075432444116089,0.5639158956003001,0.4902560902723922,0.5466836664079094,0.5279517647963134,0.39132438288556726,0.6240002726125979,0.5573668973782595,0.2995601116632559,0.4468747399487304,0.5753728078547603,0.5637242676514062,0.36495816149331894,0.3977786642049279,0.4609730329181504,0.17343721052445807,0.5995574336742351,0.6100214430343173,0.5674617293993327,0.4228599106950592,0.557936660730309,0.44048926722185094,0.4878736814854537,0.5364927513149059,0.4538729262331227,0.5706164732526029,0.714476063799165,0.5030371506526756,0.31092805723642775,0.3445688719008344,0.46735835963002265
FUE_6,0.6174551033179277,0.5652300498440311,0.5744654619280168,0.4505867939791971,0.47474861394859064,0.45883438935330173,0.514864898196957,0.44159791760544365,0.4977771239765503,0.47915771425413894,0.34277817531364785,0.5738719388160183,0.5083763023688957,0.2510310156609424,0.3982903973225212,0.5261967933843413,0.5146751438561974,0.31642007807137923,0.3492297783799594,0.41237088139109795,0.1249115026465801,0.5500122464486189,0.5602580435612258,0.5183748347125491,0.37429692435357576,0.50894109732409,0.3919115692099864,0.4392212969733256,0.4876522368333417,0.4052803294145825,0.5214955962811769,0.6577565200453104,0.45434312053268394,0.26239807387408337,0.2960348276835064,0.418746462003847
FUE_7,0.6446259731299626,0.5913837381269993,0.6007339333793773,0.4762068017237023,0.5004088405367662,0.4844661334801145,0.5406490394865828,0.46720704071039065,0.5234969881277338,0.5048274568152102,0.36833728300897406,0.600132413860743,0.5341335785590405,0.2765824744147356,0.42386654666701484,0.5520364847720745,0.5404584520769513,0.34197555440745553,0.3747900831426743,0.437954986804339,0.15046144673415673,0.5760155544792606,0.5863577667715125,0.544174934000896,0.39986353091141696,0.5347005839388931,0.4174847497185342,0.4648278359005431,0.5133426888409746,0.4308601664752639,0.5473107967730971,0.6868151912088442,0.4799682490893025,0.2879499293147562,0.32158849844892734,0.44433492083382536
FUE_8,0.7094108566885478,0.6561563820110909,0.6655079466611189,0.5409731176093677,0.5651756310822342,0.5492325878403195,0.605417294740159,0.5319732281985267,0.588264483177437,0.5695943597204067,0.4331028808449323,0.6649063316464021,0.5989015159672394,0.341347982123435,0.48863234535121,0.6168053977612938,0.605226697471923,0.4067411094535832,0.43955569508482534,0.5027208792788014,0.21522693659713676,0.6407864087830928,0.651129767864702,0.6089433781327692,0.4646292171189375,0.5994685474928791,0.48225051340817243,0.529593992909057,0.5781098363427252,0.49562600863041334,0.6120794196948709,0.7516234255136212,0.5447346253903191,0.35271544169728464,0.3863540322203539,0.5091008646346082
FUE_9,0.619032772172315,0.563938191931201,0.5734924882266897,0.44782803678603056,0.4720995166890511,0.4561076176260673,0.5125545644712524,0.43880950705765537,0.49529089643147034,0.4765345839429136,0.3398536400284577,0.5728767103923118,0.5059924078130614,0.24808568192160088,0.3954122188958994,0.5240387688878003,0.5123625280913542,0.31348566801559274,0.34630849853822543,0.4095143538568986,0.12196205094269753,0.5483044439633183,0.5588166827490378,0.5161082269515156,0.3713927844115046,0.5065632528278472,0.38902531309643595,0.43642584780207794,0.4850856456077676,0.40241218569941106,0.5192703877613556,0.6649433879738025,0.45159831772967723,0.2594538186514025,0.29309550816146246,0.41590178379667425
FUE_10,0.6065372486562977,0.5561416607320956,0.5651656911628484,0.4424984714665437,0.4665839176862602,0.45072376275207565,0.5064659373617201,0.4335302932234464,0.489499484914591,0.47097497196532073,0.3348058173928475,0.5645868522449827,0.5000279975759478,0.24307324987284332,0.3902855503372674,0.5176933216621845,0.5062777527267982,0.30845464705413267,0.34125513732494933,0.40435087686565535,0.1169566271571162,0.5412027592898955,0.5512694827364212,0.5099458187260267,0.366310266508269,0.5005886218421851,0.3839123799970265,0.43115858843849864,0.4794302534568817,0.39726845594453836,0.5130381626553175,0.6436852410548156,0.44624506456354274,0.25443955116418526,0.2880728413447568,0.4107181663232187
FUE_11,0.6466045376501574,0.5926428220077652,0.6020730423366518,0.47709761209494406,0.5013271884847952,0.4853649760650654,0.5416524511381264,0.46809040444544486,0.5244562339135309,0.5057523254006809,0.3691864619469135,0.6014659383780278,0.5351185198546434,0.27742643016305996,0.42472736726855304,0.5530781381396404,0.5414612907394181,0.34282225346258766,0.37564007962922125,0.43882124457753324,0.15130436832022187,0.577170235933241,0.5875793277451449,0.5451893245595713,0.400717831777743,0.5356870443589232,0.41834354176904714,0.46570943206719545,0.5142817549467669,0.4317235070898461,0.5483355818759746,0.6901933846725403,0.4808625637061389,0.2887941559154633,0.3224339645717747,0.445204154306172
FUE_12,0.6784724638678393,0.6254812731101964,0.6348033194956783,0.5104346153119682,0.5346268704265815,0.5186910926339079,0.5748368906225654,0.5014375011543788,0.5577005002244912,0.539043171018867,0.4025799006267338,0.6342037624570491,0.5683279770421672,0.3108269504900034,0.45810502296355915,0.5862107897801102,0.5746465062792417,0.37621905435893593,0.40903240989164436,0.47219152934002073,0.18470629080282072,0.6101498989266846,0.6204685201110257,0.5783588948016634,0.43410432634062507,0.5688944438090476,0.45172394754909817,0.4990589246880591,0.5475533623778477,0.46509774648172547,0.5814910753035891,0.7201861485868742,0.5141948172906119,0.3221943090122689,0.35583243709412343,0.478570405158271
FUE_13,0.6031064435019026,0.548734255697255,0.5582097035877439,0.43298226959225106,0.45722723076742344,0.4412541197490575,0.49760009529077637,0.42397090375463353,0.4803791479729682,0.4616560124659691,0.32504788411703534,0.5575994400413324,0.49105581789387104,0.23328493915957288,0.38059528403931814,0.5090472210292382,0.49740861385006907,0.29868229245141015,0.3315019578177999,0.3946921953697089,0.10716230057733027,0.5332028239433574,0.543649591205019,0.5011431211596997,0.3565821110752618,0.4916251931203746,0.3742103267019014,0.42158894450208784,0.4701933802740154,0.3875928300049556,0.5042952052729064,0.6475192763999993,0.4367491782805097,0.2446528159658498,0.27829331591659684,0.40107676578584645
FUE_14,0.8288604344947929,0.7760328060737807,0.785336449387586,0.6610715307574607,0.685257361810516,0.669326133631438,0.725447578650346,0.652076154883497,0.7083214626912168,0.6896721421884339,0.5532265402349753,0.7847381748524073,0.7189429598775067,0.4614748111587131,0.6087489418569438,0.7368125948372598,0.7252573274975973,0.5268662736772357,0.5596788583970298,0.6228341779344346,0.3353543932622135,0.760725521281065,0.7710287004647641,0.7289670313323121,0.5847497687865172,0.7195090733021055,0.6023683404419812,0.6496979910935271,0.698179024800312,0.6157410765873669,0.7320967970811144,0.870267747017096,0.6648309148958883,0.472842106356268,0.5064799446484565,0.6292123586397169
FUE_15,0.7492904181840584,0.697160132425094,0.7063847514504018,0.5825673933216168,0.6067253869972302,0.590813871807262,0.6468299022111071,0.5735795530208342,0.6297482291015785,0.6111335824447421,0.4747645745052718,0.7057919794181766,0.6403438554089326,0.3830181438158594,0.5302751728134496,0.658156531120981,0.6466402268928538,0.4484068233263797,0.4812160634984107,0.5443548990349982,0.25689877516654863,0.6819565077472655,0.6921932092551807,0.6503383252575637,0.5062826089958207,0.6409084405806552,0.5238966275259689,0.5712031784020526,0.6196261364072715,0.5372647536205775,0.6534576550720926,0.7894210921788368,0.5863232325218649,0.39438516422093517,0.4280217450164189,0.5507300650199194
FUE_16,0.6667538502067968,0.6129300477968213,0.6223450027202415,0.4974548506757788,0.5216792053915789,0.5057206918033066,0.561988324483494,0.48844905468231326,0.5448004917465278,0.5261031055449509,0.3895515905361404,0.6217389646378769,0.5554579003124234,0.2977925483016613,0.4450902900264243,0.5734067471041524,0.5617972728975187,0.3631878518830385,0.3960050533242435,0.4591831369810968,0.17167068237474756,0.5974773494829589,0.6078737049473665,0.5655231127874075,0.42108198992566254,0.5560261364056321,0.4387068489193945,0.48606841735791695,0.534629841838831,0.45208595231105286,0.5686673956486267,0.7100700783114476,0.5012191379332473,0.30916022274217436,0.3427997965733291,0.46556548277311954
FUE_17,0.7401488600308724,0.6735049130469267,0.6658271585531718,0.5318688942721521,0.46198874369367227,0.6233567685899252,0.6114271287795421,0.3199842570620288,0.48576448442669945,0.46062767242809266,0.43406404356140393,0.6222670827374376,0.6480759482401945,0.5544126539191209,0.5762206105630989,0.5557654697060613,0.5811995059928498,0.5343388837315961,0.46643321179438,0.5961801765783181,0.5275252302413753,0.629697695418929,0.6332779074593328,0.6479199655361931,0.601481101471432,0.5300342737911945,0.39219703930565325,0.3153607981722927,0.5095546354939635,0.5991914245214927,0.6077701341334552,0.7594964740639625,0.6239408848812066,0.5412739818195694,0.5429595312874446,0.5391027212550785
FUE_18,0.6962300174931003,0.6281316498508257,0.6203765758252742,0.48596124447279787,0.4160516725243994,0.5776327769993348,0.5656582239389623,0.2740370587439565,0.4398335213249781,0.4146903272000892,0.3881225378812357,0.5765385580478134,0.6024842358151303,0.5085261888323332,0.5303651882842825,0.509880583276499,0.5353531349336639,0.48843314293813533,0.42049708579028755,0.550366743872496,0.4816144303517437,0.5840020074643452,0.5875997563884635,0.6023272106091874,0.5556817272359056,0.4841252621575817,0.3462520258052171,0.2694135366329603,0.46363321458976425,0.5533858058705796,0.5619893594741017,0.7164883637465065,0.5782193617294182,0.49537409844050617,0.49706119028804585,0.4932009215168397
