,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.351163052433618,0.3778098152477003,0.5264331893644534,0.5448327843918247,0.34984347466677573,0.47671248413566153,0.39674183025898796,0.37006046767215023,0.37348256886500897,0.32810386216735127,0.5131991125663308,0.49606927870373624,0.2739115894305618,0.4715910808026462,0.44421699747174825,0.46561942969695713,0.48147599158771154,0.40530143189343204,0.463277496296343,0.2912082011077746,0.4726591877833466,0.3600845205841769,0.24343429301800967,0.5912455713077167,0.4567909330360981,0.4984921937462358,0.4619148201335438,0.16615161124584674,0.4516448100863729,0.26876276706071955,0.49414618032214536,0.5435578300978918,0.412297240721861,0.48762347147856416,0.5045272664236965,0.44526258510041294
FUE_2,0.4326938069586608,0.45933027592410725,0.6074085674897444,0.6255356818250897,0.43137460191673904,0.5580598893161524,0.47825045388442,0.45158454852936847,0.45500512487396416,0.40963982910294683,0.5943143074033583,0.5773158586618793,0.3554531588429131,0.5529588974107684,0.5256629839154717,0.5470083920325786,0.5628023010720775,0.48680291065932374,0.5446740425486282,0.3727486248764661,0.5540229296290399,0.4416124587727439,0.324977086883545,0.6705490079027755,0.5382066074636329,0.5797229672507691,0.543315607646766,0.24769548009098097,0.5330738819395946,0.3503046032058621,0.575404738225109,0.6242832057370405,0.49379182492406576,0.568919187426041,0.58571493542328,0.5267063498895843
FUE_3,0.40641686628510587,0.43305955516611266,0.5814664289002619,0.5997572257550005,0.40509743601912157,0.5318936536122465,0.45198688482929394,0.4253116403891398,0.4287331380843023,0.3833597386953363,0.5682880310722356,0.5512104270020683,0.3291696828383774,0.5267803459658749,0.4994372470016269,0.5208170795351226,0.5366487917338116,0.46054365803387615,0.518478152740054,0.34646584120161317,0.5278468369638143,0.41533721988549094,0.29869287091611,0.6456051979200853,0.5119991714383632,0.5536270631616801,0.5171171578751794,0.22141061448435456,0.506858357795655,0.3240209660097263,0.5492920858302354,0.5984912611779045,0.46753673726878164,0.5427841301439291,0.5596450066877348,0.5004819544603136
FUE_4,0.4239796552780913,0.4506149594658643,0.5986319800794708,0.6167287628427088,0.42266049241640014,0.5493250339079411,0.4695337983844037,0.4428696416720671,0.44629004548525386,0.40092626733027176,0.585553360493567,0.5685696566354254,0.346740231205183,0.5442263423758453,0.5169392490055634,0.5382782213079792,0.5540650693497254,0.4780854470949215,0.5359447272501054,0.3640355675583577,0.5452899152778513,0.4328979883874237,0.3162642978509043,0.6615893667412093,0.5294794504105088,0.570974988877647,0.5345867708077282,0.23898281274672528,0.5243482371138483,0.3415917057612831,0.5666598827392066,0.6154787815052803,0.4850735817336374,0.5601785116332182,0.5769621163187446,0.5179823640769534
FUE_5,0.4363878269642113,0.463026628867274,0.6112278873710376,0.6294160553370582,0.435068537442627,0.5617954029886332,0.4819494890155405,0.4552800810613198,0.45870100297548966,0.4133326676464541,0.5981021916069837,0.5810741363013266,0.3591447273968752,0.5566897980254795,0.5293762034089596,0.5507345119875451,0.5665425808083038,0.4905035645079297,0.5483984475110708,0.37644045313863805,0.5577547512798472,0.44530711709586784,0.3286683778583596,0.6747386198208636,0.5419266859089588,0.5834848101636754,0.547039053415634,0.25138652736713024,0.5367909292632239,0.35399611129293646,0.5791603135191835,0.6281585531151763,0.49749404060213737,0.5726663760708802,0.5894864961533455,0.5304200722124064
FUE_6,0.4256447963536197,0.45227941490450174,0.6002604071710763,0.6183393822383992,0.42432565832148783,0.5509779919554826,0.47119746564060505,0.444534338215863,0.4479546404707369,0.4025917556606508,0.5871909773216689,0.5702159414511145,0.3484060928328629,0.5458806536450951,0.5185987497995632,0.5399339352877314,0.5557166296137224,0.47974863872826423,0.5376009445122112,0.3657013528462122,0.5469439563404258,0.43456294185729394,0.31793024107255213,0.6631106012253667,0.5311369375223122,0.5726202292124386,0.5362432695736243,0.2406488276041424,0.5260066140324642,0.3432575851630178,0.5683069593545235,0.6170908648782105,0.486736314495208,0.5618280462440883,0.5786045106537734,0.5196417172249935
FUE_7,0.4793253359353218,0.505978282609758,0.6549322529637105,0.6734994556542887,0.47800553430107684,0.6049852396369656,0.5249174112351204,0.49822676002112026,0.501649777313447,0.45626301523186996,0.6416127834963242,0.6244030809836703,0.4020673784184324,0.5998515035197142,0.5724302691426928,0.5938670850819342,0.6097615024147243,0.533481308055,0.5915205749370882,0.4193646779590056,0.600922071820344,0.48824849573671425,0.3715893468538643,0.7207986122760274,0.5850224734967329,0.6268355856045448,0.5901553397769314,0.29430601969789677,0.5798682736887604,0.3969183959016995,0.6224727192075701,0.6722106146824123,0.5404812626002699,0.6159274968692356,0.6328968357948537,0.5734771950974568
FUE_8,0.3593090486366531,0.38592847496466715,0.533118346479813,0.5508114154952498,0.357990460870591,0.48437306213103787,0.4048290676769427,0.3781887400528113,0.38160679216659843,0.3362637043289789,0.5202493788217316,0.5034642528773785,0.2820863165586009,0.4793055430269361,0.4521381791129473,0.47338975543968126,0.48908091953466526,0.4133697091513666,0.471067867627187,0.2993798841862511,0.4803628899332155,0.36822303669300954,0.2516122737345705,0.5936945240248933,0.46463188720205484,0.5058456138718516,0.46971640417692995,0.17433244848984475,0.4595212129277825,0.27693820293287347,0.5015726589470091,0.5495944979380251,0.420347226575061,0.4951477673855484,0.5117674842086885,0.45317788372400986
FUE_9,0.39406842489093724,0.4207421446064671,0.5708244658122168,0.5899774607604776,0.3927478714585122,0.5201012487489681,0.43970518438697376,0.41298331426903234,0.4164094093502029,0.37099559288695305,0.5572101496582427,0.5397268337855178,0.31678866368947173,0.5149256888292043,0.48734499879897863,0.508898024008042,0.5249208194048149,0.44828352641450525,0.5065360238349583,0.3340882719309286,0.5160046002538312,0.4029972661528361,0.2863081648712879,0.6405410662306837,0.499998900875768,0.5421920809875301,0.5051621306304173,0.20902267187359294,0.4948174106985885,0.3116391436871679,0.5377716916908706,0.5886397247363587,0.455297428991803,0.5311497686676678,0.5483428629675682,0.48839644098748647
FUE_10,0.48176044345244723,0.5084086383948385,0.6571083636697795,0.6755465089325178,0.4804408138371246,0.6073354375473651,0.5273423006769282,0.5006587871217903,0.504081100470519,0.4587005281485305,0.6438546052872534,0.6267063379352515,0.4045074762194034,0.6022111828069008,0.5748261925515366,0.5962365792134404,0.6121018934912558,0.5359028968366271,0.5938935872743528,0.4218042472240416,0.6032798589045689,0.49068230338912794,0.374030009524122,0.722161396982672,0.5874043550362462,0.6291314675113481,0.5925303192156001,0.29674717826047625,0.5822563634695476,0.3993586167550285,0.6247815619756903,0.674268364713775,0.5428996655150016,0.618253652063648,0.6351725836135297,0.5758720898770586
