CSV_File,Optimal_Gain
Te_3648_1.csv,21.910733376181543
Te_3648_2.csv,26.38126540134925
Te_3648_3.csv,19.5439881897322
Te_3648_4.csv,23.41636289010088
Te_3648_5.csv,19.689356991822613
Te_3648_6.csv,24.837134662523074
Te_3648_7.csv,18.37059289325133
Te_3648_8.csv,24.924274830790623
Te_3648_9.csv,21.849984364361937
Te_3648_10.csv,21.718574719183113
Te_3648_11.csv,26.71925779988919
Te_3648_12.csv,22.521436848925408
Te_3648_13.csv,21.077991888376147
Te_3648_14.csv,23.071515376335192
Te_3648_15.csv,19.178932155055982
Te_3648_16.csv,22.569771143998828
Te_3648_17.csv,22.922143276467974
Te_3648_18.csv,22.35995568152334
Te_3648_19.csv,20.389251176790054
Te_3648_20.csv,19.975646142678766
Te_3648_21.csv,26.81911612922728
Te_3648_22.csv,23.59648202446057
Te_3648_23.csv,20.43566320284102
Te_3648_24.csv,19.989666749473145
Te_3648_25.csv,22.51957682463268
Te_3648_26.csv,25.45912529542094
Te_3648_27.csv,19.577649614359963
Te_3648_28.csv,25.349147089110343
Te_3648_29.csv,22.983500562718525
Te_3648_30.csv,24.625954105977918
Te_3648_31.csv,23.78180366697415
Te_3648_32.csv,23.838233394217905
Te_3648_33.csv,23.348935776183882
Te_3648_34.csv,19.79872755854122
Te_3648_35.csv,25.77732606918511
Te_3648_36.csv,22.306422168564673
Te_3648_37.csv,23.292410527904135
Te_3648_38.csv,21.656032479461576
Te_3648_39.csv,23.773257742362667
Te_3648_40.csv,23.55169352695977
Te_3648_41.csv,20.248175505309707
Te_3648_42.csv,21.308490062641965
Te_3648_43.csv,18.827519113806797
Te_3648_44.csv,21.42359538353594
Te_3648_45.csv,19.49546328239605
Te_3648_46.csv,22.17056215456921
Te_3648_47.csv,23.60798507015225
Te_3648_48.csv,22.158206501723203
Te_3648_49.csv,19.715659649336267
Te_3648_50.csv,21.24250011007257
Te_3648_51.csv,21.40431604439504
Te_3648_52.csv,24.32936708068231
Te_3648_53.csv,23.080906028016795
Te_3648_54.csv,21.958935648705015
Te_3648_55.csv,22.868379410117946
Te_3648_56.csv,20.386952521838086
Te_3648_57.csv,21.119751922691687
Te_3648_58.csv,23.29875864845575
Te_3648_59.csv,25.756668481524336
Te_3648_60.csv,23.392855910128702
Te_3648_61.csv,22.2242689509298
Te_3648_62.csv,25.312202472127925
Te_3648_63.csv,22.15886638065457
Te_3648_64.csv,21.136593644132297
Te_3648_65.csv,22.818098363999788
Te_3648_66.csv,17.7307034934551
Te_3648_67.csv,18.843388504321915
Te_3648_68.csv,22.247550351231055
Te_3648_69.csv,22.42814770012219
Te_3648_70.csv,23.38358692246291
Te_3648_71.csv,20.78609897775391
Te_3648_72.csv,22.547872517743983
Te_3648_73.csv,24.888702554656682
Te_3648_74.csv,23.82193368398462
Te_3648_75.csv,24.00660379889722
Te_3648_76.csv,23.840696681265605
Te_3648_77.csv,19.847661167847562
Te_3648_78.csv,23.16116205825893
Te_3648_79.csv,19.951190731701416
Te_3648_80.csv,22.970177705582454
Te_3648_81.csv,20.083186347049
Te_3648_82.csv,23.60475853119274
Te_3648_83.csv,20.511421160833223
Te_3648_84.csv,22.37691574073222
Te_3648_85.csv,23.449650754937405
Te_3648_86.csv,22.070257850201273
Te_3648_87.csv,22.02557999104092
Te_3648_88.csv,21.798233756505564
Te_3648_89.csv,20.307093565576775
Te_3648_90.csv,23.077000068244914
Te_3648_91.csv,24.52342873882912
Te_3648_92.csv,21.723222506041964
Te_3648_93.csv,24.04930511822874
Te_3648_94.csv,24.20906262378339
Te_3648_95.csv,19.76808391290753
Te_3648_96.csv,22.594233487569095
Te_3648_97.csv,21.059395498920754
Te_3648_98.csv,20.497045628214387
Te_3648_99.csv,23.930587772994212
Te_3648_100.csv,21.90093179271316
Te_3648_101.csv,19.63956583410594
Te_3648_102.csv,26.69339789385171
Te_3648_103.csv,24.43659121711257
Te_3648_104.csv,21.484518660079473
Te_3648_105.csv,23.729388941853976
Te_3648_106.csv,23.28083464538963
Te_3648_107.csv,23.304168432142024
Te_3648_108.csv,19.187834743420424
Te_3648_109.csv,23.339454533428217
Te_3648_110.csv,21.566428569255002
Te_3648_111.csv,21.110872594754625
Te_3648_112.csv,20.868318665344283
Te_3648_113.csv,20.816797274461976
Te_3648_114.csv,22.69856097703223
Te_3648_115.csv,26.088984416932224
Te_3648_116.csv,20.325854636925946
Te_3648_117.csv,22.48382604336523
Te_3648_118.csv,20.144675984825735
Te_3648_119.csv,19.574777093613243
Te_3648_120.csv,22.3601602577666
Te_3648_121.csv,21.182388714893502
Te_3648_122.csv,23.027491919841644
Te_3648_123.csv,20.930365318505714
Te_3648_124.csv,25.52775912519857
Te_3648_125.csv,22.13208807073898
Te_3648_126.csv,25.134007570011153
Te_3648_127.csv,23.744103499153983
Te_3648_128.csv,21.445550518458255
Te_3648_129.csv,23.902171725354542
Te_3648_130.csv,18.670597406811563
Te_3648_131.csv,23.860542596399203
Te_3648_132.csv,24.44227648243686
Te_3648_133.csv,22.077346058321886
Te_3648_134.csv,21.878391326477413
Te_3648_135.csv,22.59846223676562
Te_3648_136.csv,22.125790609395324
Te_3648_137.csv,22.135380717272547
Te_3648_138.csv,21.019090887541672
Te_3648_139.csv,24.04669807110509
Te_3648_140.csv,19.86164000333834
Te_3648_141.csv,21.97990915363074
Te_3648_142.csv,22.217042176859312
Te_3648_143.csv,23.625501936629107
Te_3648_144.csv,23.64131488496697
Te_3648_145.csv,23.070632122754656
Te_3648_146.csv,20.763330855023444
Te_3648_147.csv,24.152608329360618
Te_3648_148.csv,22.489105859503603
Te_3648_149.csv,21.942509100465905
Te_3648_150.csv,20.251421727425033
Te_3648_151.csv,23.822275991602414
Te_3648_152.csv,18.58531126635075
Te_3648_153.csv,21.404319059909582
Te_3648_154.csv,23.053366647433595
Te_3648_155.csv,23.091165853898918
Te_3648_156.csv,23.805371763912586
Te_3648_157.csv,23.18686453970415
Te_3648_158.csv,24.04406490849249
Te_3648_159.csv,23.448998366445746
Te_3648_160.csv,20.652486128627018
Te_3648_161.csv,21.786882629127334
Te_3648_162.csv,21.997199428354797
Te_3648_163.csv,21.818458549528625
Te_3648_164.csv,24.097908769260247
