,FBS,Bid
FUE 1,1,0.84337
FUE 2,1,0.97925
FUE 3,1,0.82987
FUE 4,1,0.74407
FUE 5,1,0.080892
FUE 6,1,0.12943
FUE 7,1,0.83698
FUE 8,1,0.18862
FUE 9,1,0.52452
FUE 10,1,0.93437
FUE 11,1,0.25674
FUE 12,1,0.90702
FUE 13,1,0.87394
FUE 14,2,0.29458
FUE 15,2,0.27702
FUE 16,2,0.47727
FUE 17,2,0.35906
FUE 18,2,0.75253
FUE 19,2,0.3091
FUE 20,2,0.6989
FUE 21,2,0.50208
FUE 22,2,0.20468
FUE 23,2,0.73237
FUE 24,2,0.29283
FUE 25,2,0.53468
FUE 26,2,0.17426
FUE 27,3,0.27807
FUE 28,3,0.52435
FUE 29,3,0.68092
FUE 30,3,0.056921
FUE 31,3,0.86101
FUE 32,3,0.43792
FUE 33,3,0.85223
FUE 34,3,0.79601
FUE 35,3,0.94599
FUE 36,3,0.97949
FUE 37,3,0.76293
FUE 38,3,0.3552
FUE 39,3,0.19227
FUE 40,4,0.73907
FUE 41,4,0.030045
FUE 42,4,0.76455
FUE 43,4,0.092078
FUE 44,4,0.48368
FUE 45,4,0.49246
FUE 46,4,0.069816
FUE 47,4,0.95628
FUE 48,4,0.89132
FUE 49,4,0.329
FUE 50,4,0.88751
FUE 51,4,0.083607
FUE 52,4,0.55322
FUE 53,5,0.9245
FUE 54,5,0.29727
FUE 55,5,0.71364
FUE 56,5,0.55093
FUE 57,5,0.20583
FUE 58,5,0.75186
FUE 59,5,0.10948
FUE 60,5,0.058258
FUE 61,5,0.26502
FUE 62,5,0.57592
FUE 63,5,0.95991
FUE 64,5,0.34292
FUE 65,5,0.47316
FUE 66,6,0.67578
FUE 67,6,0.24375
FUE 68,6,0.47332
FUE 69,6,0.49592
FUE 70,6,0.02684
FUE 71,6,0.255
FUE 72,6,0.88804
FUE 73,6,0.93827
FUE 74,6,0.3248
FUE 75,6,0.008061
FUE 76,6,0.19653
FUE 77,6,0.47453
FUE 78,6,0.22608
