,FBS,Bid
FUE 1,1,0.78838
FUE 2,1,0.067121
FUE 3,1,0.13543
FUE 4,1,0.74253
FUE 5,1,0.79038
FUE 6,1,0.4464
FUE 7,1,0.71307
FUE 8,1,0.27381
FUE 9,1,0.29748
FUE 10,1,0.23719
FUE 11,1,0.88998
FUE 12,1,0.28834
FUE 13,1,0.78236
FUE 14,1,0.53021
FUE 15,1,0.040465
FUE 16,2,0.66605
FUE 17,2,0.38778
FUE 18,2,0.57671
FUE 19,2,0.25918
FUE 20,2,0.49024
FUE 21,2,0.5222
FUE 22,2,0.49723
FUE 23,2,0.74599
FUE 24,2,0.50304
FUE 25,2,0.1499
FUE 26,2,0.27589
FUE 27,2,0.43545
FUE 28,2,0.64181
FUE 29,2,0.86702
FUE 30,2,0.094326
FUE 31,3,0.66607
FUE 32,3,0.43
FUE 33,3,0.055451
FUE 34,3,0.7481
FUE 35,3,0.99397
FUE 36,3,0.74942
FUE 37,3,0.86654
FUE 38,3,0.49177
FUE 39,3,0.22491
FUE 40,3,0.37857
FUE 41,3,0.69906
FUE 42,3,0.52864
FUE 43,3,0.11148
FUE 44,3,0.63647
FUE 45,3,0.35614
FUE 46,4,0.60572
FUE 47,4,0.85344
FUE 48,4,0.29853
FUE 49,4,0.077431
FUE 50,4,0.89852
FUE 51,4,0.731
FUE 52,4,0.97291
FUE 53,4,0.71586
FUE 54,4,0.92991
FUE 55,4,0.42627
FUE 56,4,0.072321
FUE 57,4,0.4078
FUE 58,4,0.60921
FUE 59,4,0.60748
FUE 60,4,0.68577
FUE 61,5,0.73484
FUE 62,5,0.79776
FUE 63,5,0.77825
FUE 64,5,0.22702
FUE 65,5,0.50571
FUE 66,5,0.35284
FUE 67,5,0.90756
FUE 68,5,0.81028
FUE 69,5,0.62795
FUE 70,5,0.8885
FUE 71,5,0.38921
FUE 72,5,0.033468
FUE 73,5,0.42804
FUE 74,5,0.029528
FUE 75,5,0.16507
FUE 76,6,0.90089
FUE 77,6,0.32324
FUE 78,6,0.67363
FUE 79,6,0.45946
FUE 80,6,0.63747
FUE 81,6,0.13111
FUE 82,6,0.032726
FUE 83,6,0.80098
FUE 84,6,0.44695
FUE 85,6,0.51182
FUE 86,6,0.0050952
FUE 87,6,0.23215
FUE 88,6,0.39659
FUE 89,6,0.0002662
FUE 90,6,0.98691
