,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,100.9297,100.9169,100.8963,100.831,100.7847,100.6345,100.6488,100.4472,99.5164,100.1919,99.8309,100.004,97.9401,96.153,97.86,96.3806,99.9917,96.656,99.9603,91.889,97.2926,90.3431,99.3708,98.0754,97.0274,99.1935,98.7999,95.3394,88.7045,92.4289,96.634,98.0992,94.2967,97.9176,94.2977,86.4966
FUE 2,62.5961,62.5803,62.5547,62.4741,62.4171,62.2331,62.2505,62.0056,60.9032,61.6988,61.2708,61.4752,59.1177,57.1759,59.029,57.4196,61.4606,57.7157,61.4235,52.7291,58.4059,51.1512,60.7343,59.2678,58.1173,60.53,60.0808,56.3116,49.4892,53.2833,57.6919,59.2942,55.2169,59.0927,55.2181,47.2612
FUE 3,58.7111,58.701,58.6846,58.6329,58.5961,58.4762,58.4876,58.3255,57.5587,58.1181,57.821,57.9639,56.2006,54.5895,56.1298,54.7982,57.9538,55.0494,57.928,50.552,55.6245,49.0481,57.4361,56.3197,55.3859,57.2861,56.9498,53.8366,47.4405,51.0736,55.0293,56.3407,52.8577,56.1807,52.8587,45.2599
FUE 4,82.8092,82.7963,82.7754,82.7095,82.6628,82.5112,82.5256,82.3222,81.3842,82.0647,81.7009,81.8753,79.7986,78.0044,79.7181,78.2327,81.8629,78.5091,81.8313,73.7316,79.1481,72.1842,81.2375,79.9346,78.8819,81.059,80.663,77.1884,70.5444,74.2723,78.487,79.9585,76.1432,79.7759,76.1443,68.3356
FUE 5,74.931,74.9191,74.8998,74.8387,74.7953,74.6544,74.6678,74.4783,73.5969,74.2375,73.8958,74.0598,72.0843,70.3469,72.0068,70.5692,74.0482,70.8378,74.0185,66.1448,71.4571,64.6101,73.4581,72.215,71.1994,73.2888,72.9121,69.5501,62.9798,66.6798,70.8164,72.2379,68.5249,72.0625,68.5259,60.7791
FUE 6,71.459,71.4472,71.4281,71.3676,71.3247,71.1853,71.1986,71.0109,70.1373,70.7724,70.4337,70.5963,68.6348,66.9056,68.5578,67.127,70.5848,67.3945,70.5554,62.7136,68.0109,61.1808,69.9996,68.7648,67.7545,69.8316,69.4575,66.1115,59.5518,63.2478,67.3731,68.7876,65.0892,68.6132,65.0902,57.3524
FUE 7,69.4265,69.4125,69.39,69.3187,69.2682,69.1047,69.1202,68.9014,67.9017,68.6256,68.2377,68.4234,66.2391,64.3867,66.1554,64.6211,68.4102,64.9053,68.3765,60.0437,65.5646,58.4838,67.7466,66.3806,65.2895,67.5583,67.1418,63.5513,56.8349,60.5898,64.8826,66.4056,62.4862,66.2156,62.4873,54.6181
FUE 8,60.6967,60.6841,60.6638,60.5994,60.5538,60.4056,60.4197,60.2208,59.3009,59.9687,59.612,59.783,57.7385,55.9622,57.659,56.1886,59.7709,56.4626,59.7399,51.7114,57.0954,50.1679,59.1568,57.8728,56.8318,58.9812,58.5913,55.1522,48.531,52.2503,56.4406,57.8965,54.1132,57.7161,54.1143,46.3247
FUE 9,63.4902,63.4793,63.4618,63.4064,63.367,63.2388,63.2511,63.0781,62.2655,62.8574,62.5424,62.6939,60.8444,59.1809,60.7709,59.3953,62.6831,59.6538,62.6558,55.0737,60.2472,53.5566,62.1363,60.9683,60.0007,61.9785,61.6258,58.4096,51.9392,55.601,59.6331,60.9901,57.4111,60.8237,57.4121,49.7499
FUE 10,55.8515,55.8416,55.8257,55.7754,55.7395,55.6226,55.6338,55.4756,54.7257,55.273,54.9825,55.1224,53.3913,51.8003,53.3216,52.0068,55.1125,52.2552,55.0872,47.79,52.8232,46.2913,54.6056,53.5087,52.5876,54.4585,54.1284,51.0545,44.6876,48.3093,52.2354,53.5293,50.0832,53.3717,50.0842,42.5104
